Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
18.7000      -1147.3791   -1147.6890       0.3100  2398.2
18.8000      -1147.5110   -1147.6900       0.1790  1384.9
18.9000      -1147.5538   -1147.7342       0.1805  1396.1
19.0000      -1147.6257   -1147.8251       0.1994  1542.5
19.1000      -1147.6640   -1147.8476       0.1836  1420.2
19.2000      -1147.6302   -1147.8509       0.2206  1706.8
19.3000      -1147.5935   -1147.7971       0.2036  1575.2
19.4000      -1147.6071   -1147.7932       0.1861  1439.8
19.5000      -1147.5011   -1147.7733       0.2722  2106.0
19.6000      -1147.5505   -1147.7383       0.1878  1452.6
19.7000      -1147.5364   -1147.7589       0.2225  1721.6
19.8000      -1147.5508   -1147.8105       0.2597  2008.9
19.9000      -1147.5726   -1147.7845       0.2120  1639.8
20.0000      -1147.6027   -1147.8077       0.2051  1586.5
20.1000      -1147.6170   -1147.8361       0.2190  1694.4
20.2000      -1147.5610   -1147.7894       0.2284  1767.3
20.3000      -1147.5342   -1147.8029       0.2687  2078.7
20.4000      -1147.6093   -1147.8008       0.1916  1482.1
20.5000      -1147.6030   -1147.8378       0.2348  1816.6
20.6000      -1147.6530   -1147.8651       0.2121  1640.6
20.7000      -1147.5759   -1147.7974       0.2215  1713.2
20.8000      -1147.5880   -1147.8228       0.2348  1816.2
20.9000      -1147.5646   -1147.7674       0.2028  1569.1
21.0000      -1147.5782   -1147.7870       0.2088  1615.3
21.1000      -1147.6295   -1147.8033       0.1738  1344.8
21.2000      -1147.6513   -1147.8271       0.1757  1359.5
21.3000      -1147.6164   -1147.8151       0.1986  1536.7
21.4000      -1147.6301   -1147.8724       0.2424  1874.9
21.5000      -1147.6336   -1147.7939       0.1604  1240.5
21.6000      -1147.6681   -1147.8273       0.1592  1231.4
21.7000      -1147.6591   -1147.8574       0.1984  1534.6
21.8000      -1147.6091   -1147.8077       0.1986  1536.4
21.9000      -1147.5721   -1147.7835       0.2114  1635.1
22.0000      -1147.4887   -1147.7557       0.2669  2065.2
22.1000      -1147.5453   -1147.7893       0.2440  1888.0
22.2000      -1147.5785   -1147.8262       0.2477  1916.3
22.3000      -1147.4362   -1147.7570       0.3209  2482.3
22.4000      -1147.6185   -1147.8362       0.2177  1684.3
22.5000      -1147.6337   -1147.8176       0.1839  1422.3
22.6000      -1147.6548   -1147.8678       0.2130  1647.5
22.7000      -1147.6700   -1147.8286       0.1586  1227.0
22.8000      -1147.5806   -1147.7697       0.1891  1463.1
22.9000      -1147.6078   -1147.7583       0.1505  1164.3
23.0000      -1147.6235   -1147.8231       0.1996  1544.4
23.1000      -1147.6104   -1147.8201       0.2097  1622.3
23.2000      -1147.6172   -1147.8749       0.2578  1994.3
23.3000      -1147.6098   -1147.8293       0.2195  1698.3
23.4000      -1147.6676   -1147.8842       0.2165  1675.3
23.5000      -1147.6480   -1147.8384       0.1904  1472.9
23.6000      -1147.6263   -1147.8475       0.2212  1711.3
23.7000      -1147.6264   -1147.8398       0.2135  1651.4
23.8000      -1147.5379   -1147.7499       0.2120  1639.9
23.9000      -1147.4722   -1147.6920       0.2198  1700.5
24.0000      -1147.5161   -1147.7244       0.2083  1611.4
24.1000      -1147.5018   -1147.7324       0.2306  1783.9
24.2000      -1147.5530   -1147.8379       0.2849  2204.0
24.3000      -1147.5432   -1147.7512       0.2080  1609.1
24.4000      -1147.5679   -1147.7805       0.2126  1644.9
24.5000      -1147.5258   -1147.7277       0.2020  1562.6
24.6000      -1147.5888   -1147.8128       0.2240  1733.1
24.7000      -1147.5700   -1147.7757       0.2057  1591.1
24.8000      -1147.5980   -1147.8043       0.2063  1595.7
24.9000      -1147.5567   -1147.8301       0.2734  2114.9
25.0000      -1147.5537   -1147.8103       0.2565  1984.6
25.1000      -1147.5312   -1147.7815       0.2503  1936.6
25.2000      -1147.5302   -1147.8493       0.3191  2468.7
25.3000      -1147.4741   -1147.7050       0.2309  1786.2
25.4000      -1147.6128   -1147.8691       0.2563  1982.8
25.5000      -1147.5566   -1147.8338       0.2772  2144.7
25.6000      -1147.5791   -1147.8736       0.2945  2278.5
25.7000      -1147.6505   -1147.8433       0.1928  1491.8
25.8000      -1147.6561   -1147.8448       0.1887  1460.2
25.9000      -1147.6189   -1147.8189       0.2001  1547.8
26.0000      -1147.6648   -1147.8653       0.2005  1551.3
26.1000      -1147.6062   -1147.7955       0.1893  1464.3
26.2000      -1147.6538   -1147.8422       0.1884  1457.8
26.3000      -1147.6623   -1147.7897       0.1273   984.9
26.4000      -1147.6254   -1147.8040       0.1786  1381.6
26.5000      -1147.6967   -1147.8893       0.1926  1490.2
26.6000      -1147.6303   -1147.8771       0.2467  1908.8
26.7000      -1147.5352   -1147.7525       0.2172  1680.6
26.8000      -1147.6288   -1147.8388       0.2100  1624.6
26.9000      -1147.5650   -1147.8556       0.2906  2248.6
27.0000      -1147.5504   -1147.7566       0.2062  1595.2
27.1000      -1147.5455   -1147.8059       0.2604  2014.4
27.2000      -1147.5325   -1147.8136       0.2811  2174.4
27.3000      -1147.5570   -1147.7840       0.2269  1755.7
27.4000      -1147.6057   -1147.8003       0.1946  1505.4
27.5000      -1147.5660   -1147.8303       0.2643  2044.9
27.6000      -1147.5949   -1147.8135       0.2186  1691.3
27.7000      -1147.5444   -1147.7714       0.2270  1756.4
27.8000      -1147.5343   -1147.7724       0.2381  1842.2
27.9000      -1147.5713   -1147.7968       0.2255  1744.6
28.0000      -1147.5269   -1147.7274       0.2005  1551.1
28.1000      -1147.6263   -1147.8264       0.2001  1548.1
28.2000      -1147.5162   -1147.7929       0.2766  2140.2
28.3000      -1147.5166   -1147.8062       0.2896  2240.1
28.4000      -1147.5463   -1147.7984       0.2521  1950.3
28.5000      -1147.5153   -1147.7981       0.2828  2187.7
28.6000      -1147.5659   -1147.8141       0.2482  1920.1
28.7000      -1147.5023   -1147.7264       0.2241  1733.8
28.8000      -1147.5587   -1147.7712       0.2125  1643.9
28.9000      -1147.6413   -1147.8549       0.2136  1652.3
29.0000      -1147.6903   -1147.8533       0.1630  1260.7
29.1000      -1147.6335   -1147.8000       0.1665  1288.2
29.2000      -1147.6267   -1147.8473       0.2206  1706.3
29.3000      -1147.6869   -1147.8607       0.1739  1345.0
29.4000      -1147.6583   -1147.8347       0.1763  1364.1
29.5000      -1147.5396   -1147.7732       0.2336  1807.2
29.6000      -1147.5916   -1147.7925       0.2009  1554.6
29.7000      -1147.6411   -1147.8273       0.1862  1440.7
29.8000      -1147.6421   -1147.8269       0.1848  1429.7
29.9000      -1147.6171   -1147.7976       0.1806  1396.9
30.0000      -1147.5894   -1147.8546       0.2652  2051.4
30.1000      -1147.5078   -1147.8126       0.3048  2358.2
30.2000      -1147.5747   -1147.8251       0.2504  1937.5
30.3000      -1147.4197   -1147.6777       0.2579  1995.5
30.4000      -1147.4983   -1147.7384       0.2401  1857.6
30.5000      -1147.6371   -1147.8413       0.2042  1580.1
30.6000      -1147.5672   -1147.8224       0.2552  1974.4
30.7000      -1147.5883   -1147.7872       0.1989  1538.5
30.8000      -1147.6692   -1147.8472       0.1780  1377.3
30.9000      -1147.6552   -1147.8499       0.1947  1506.4
31.0000      -1147.6413   -1147.8246       0.1834  1418.7
31.1000      -1147.6393   -1147.8240       0.1847  1428.6
31.2000      -1147.5436   -1147.7895       0.2459  1902.0
31.3000      -1147.5884   -1147.8429       0.2544  1968.5
31.4000      -1147.5350   -1147.7374       0.2024  1566.1
31.5000      -1147.5277   -1147.7368       0.2091  1617.3
31.6000      -1147.6024   -1147.8324       0.2300  1779.1
31.7000      -1147.6076   -1147.8443       0.2367  1831.4
31.8000      -1147.5398   -1147.8295       0.2897  2241.4
31.9000      -1147.5092   -1147.7475       0.2383  1843.7
32.0000      -1147.4782   -1147.7192       0.2410  1864.1
32.1000      -1147.5167   -1147.7802       0.2635  2038.5
32.2000      -1147.5477   -1147.7609       0.2132  1649.0
32.3000      -1147.5451   -1147.7904       0.2453  1897.4
32.4000      -1147.6139   -1147.8568       0.2429  1878.9
32.5000      -1147.6374   -1147.8670       0.2297  1776.7
32.6000      -1147.5221   -1147.7847       0.2626  2031.7
32.7000      -1147.4492   -1147.7252       0.2760  2135.3
32.8000      -1147.5372   -1147.8169       0.2798  2164.3
32.9000      -1147.6025   -1147.8146       0.2121  1640.5
33.0000      -1147.5805   -1147.8052       0.2246  1737.6
33.1000      -1147.6602   -1147.8535       0.1934  1496.0
33.2000      -1147.6202   -1147.8780       0.2578  1994.6
33.3000      -1147.6206   -1147.8538       0.2332  1804.3
33.4000      -1147.6024   -1147.7540       0.1515  1172.4
33.5000      -1147.5694   -1147.7708       0.2015  1558.6
33.6000      -1147.5736   -1147.8503       0.2767  2140.6
33.7000      -1147.5985   -1147.8169       0.2184  1689.9
33.8000      -1147.4941   -1147.7908       0.2966  2295.0
33.9000      -1147.5291   -1147.7333       0.2042  1579.7
34.0000      -1147.5795   -1147.8091       0.2296  1776.0
34.1000      -1147.5664   -1147.8191       0.2527  1954.7
34.2000      -1147.5876   -1147.8257       0.2382  1842.6
34.3000      -1147.6248   -1147.8561       0.2313  1789.4
34.4000      -1147.6734   -1147.8528       0.1794  1387.7
34.5000      -1147.5163   -1147.7949       0.2786  2155.7
34.6000      -1147.5328   -1147.7463       0.2135  1651.7
34.7000      -1147.5293   -1147.7689       0.2397  1854.3
34.8000      -1147.5636   -1147.7973       0.2337  1808.1
34.9000      -1147.5784   -1147.7896       0.2112  1634.2
35.0000      -1147.5569   -1147.7745       0.2176  1683.5
35.1000      -1147.6135   -1147.7779       0.1643  1271.4
35.2000      -1147.7040   -1147.8712       0.1672  1293.4
35.3000      -1147.6231   -1147.7733       0.1502  1162.0
35.4000      -1147.7335   -1147.8787       0.1452  1123.3
35.5000      -1147.6272   -1147.8518       0.2247  1738.0
35.6000      -1147.6744   -1147.8306       0.1563  1209.1
35.7000      -1147.6489   -1147.8438       0.1949  1508.0
35.8000      -1147.6581   -1147.8877       0.2296  1776.1
35.9000      -1147.6057   -1147.8347       0.2290  1771.9
36.0000      -1147.6994   -1147.8536       0.1543  1193.4
36.1000      -1147.6585   -1147.8517       0.1932  1494.6
36.2000      -1147.6683   -1147.8693       0.2010  1555.3
36.3000      -1147.5833   -1147.8274       0.2441  1888.5
36.4000      -1147.5788   -1147.8456       0.2668  2064.0
36.5000      -1147.5974   -1147.8316       0.2342  1812.2
36.6000      -1147.6388   -1147.8610       0.2222  1719.0
36.7000      -1147.6376   -1147.8253       0.1877  1452.3
36.8000      -1147.6221   -1147.8180       0.1959  1515.9
36.9000      -1147.5796   -1147.8144       0.2348  1816.7
37.0000      -1147.6631   -1147.8395       0.1764  1365.0
37.1000      -1147.6508   -1147.8071       0.1563  1209.2
37.2000      -1147.6402   -1147.8678       0.2277  1761.4
37.3000      -1147.6487   -1147.8196       0.1709  1322.2
37.4000      -1147.5647   -1147.7842       0.2195  1698.1
37.5000      -1147.6852   -1147.8386       0.1535  1187.3
37.6000      -1147.6063   -1147.8076       0.2013  1557.6
37.7000      -1147.6126   -1147.8005       0.1879  1453.5
37.8000      -1147.6655   -1147.8744       0.2089  1616.0
37.9000      -1147.5260   -1147.7741       0.2480  1918.7
38.0000      -1147.5271   -1147.7510       0.2239  1731.9
38.1000      -1147.5528   -1147.8071       0.2543  1967.3
38.2000      -1147.5401   -1147.7610       0.2209  1708.7
38.3000      -1147.6634   -1147.8597       0.1963  1518.6
38.4000      -1147.6524   -1147.8427       0.1902  1471.8
38.5000      -1147.5823   -1147.8185       0.2361  1826.7
38.6000      -1147.6401   -1147.7828       0.1428  1104.5
38.7000      -1147.5480   -1147.8000       0.2520  1949.3
38.8000      -1147.4840   -1147.6771       0.1931  1493.6
38.9000      -1147.4956   -1147.7080       0.2124  1643.0
39.0000      -1147.5733   -1147.8108       0.2375  1837.2
39.1000      -1147.4932   -1147.7491       0.2560  1980.2
39.2000      -1147.5806   -1147.8123       0.2317  1792.8
39.3000      -1147.5174   -1147.7327       0.2153  1665.6
39.4000      -1147.4536   -1147.6939       0.2403  1859.3
39.5000      -1147.6188   -1147.7981       0.1792  1386.7
39.6000      -1147.6399   -1147.8392       0.1993  1542.0
39.7000      -1147.5864   -1147.7927       0.2063  1596.1
39.8000      -1147.6002   -1147.8369       0.2367  1831.5
39.9000      -1147.4686   -1147.7670       0.2984  2308.5
40.0000      -1147.4623   -1147.7525       0.2901  2244.5
40.1000      -1147.5031   -1147.7594       0.2563  1982.9
40.2000      -1147.5779   -1147.7896       0.2116  1637.3
40.3000      -1147.5487   -1147.7876       0.2389  1847.9
40.4000      -1147.6619   -1147.8014       0.1395  1079.3
40.5000      -1147.5720   -1147.7614       0.1894  1465.4
40.6000      -1147.6292   -1147.8590       0.2298  1777.8
40.7000      -1147.6898   -1147.8476       0.1578  1220.9
40.8000      -1147.7234   -1147.8693       0.1459  1128.4
40.9000      -1147.7297   -1147.8907       0.1610  1245.3
41.0000      -1147.6233   -1147.8199       0.1966  1521.0
41.1000      -1147.5919   -1147.7511       0.1592  1231.5
41.2000      -1147.5356   -1147.7454       0.2098  1622.9
41.3000      -1147.4913   -1147.7266       0.2353  1820.0
41.4000      -1147.5324   -1147.7870       0.2546  1969.5
41.5000      -1147.4877   -1147.7621       0.2744  2122.9
41.6000      -1147.5758   -1147.8279       0.2522  1950.7
41.7000      -1147.6167   -1147.8122       0.1954  1512.0
41.8000      -1147.6349   -1147.8194       0.1845  1427.1
41.9000      -1147.6067   -1147.8364       0.2297  1777.0
42.0000      -1147.5643   -1147.8984       0.3341  2584.7
42.1000      -1147.4676   -1147.7176       0.2499  1933.5
42.2000      -1147.5286   -1147.8201       0.2915  2255.1
42.3000      -1147.5721   -1147.8076       0.2355  1821.9
42.4000      -1147.6479   -1147.8133       0.1654  1279.5
42.5000      -1147.6685   -1147.8559       0.1874  1449.5
42.6000      -1147.6432   -1147.8648       0.2216  1714.3
42.7000      -1147.5996   -1147.8743       0.2747  2124.9
42.8000      -1147.6499   -1147.8533       0.2034  1573.4
42.9000      -1147.6194   -1147.8715       0.2521  1950.5
43.0000      -1147.6290   -1147.7697       0.1407  1088.7
43.1000      -1147.6027   -1147.8457       0.2430  1879.7
43.2000      -1147.5121   -1147.7065       0.1944  1503.8
43.3000      -1147.5731   -1147.7736       0.2005  1551.0
43.4000      -1147.6287   -1147.8098       0.1811  1401.0
43.5000      -1147.5674   -1147.8483       0.2809  2173.0
43.6000      -1147.5912   -1147.7794       0.1882  1456.0
43.7000      -1147.6554   -1147.8510       0.1956  1513.6
43.8000      -1147.6524   -1147.8290       0.1766  1366.5
43.9000      -1147.5096   -1147.7663       0.2567  1986.2
44.0000      -1147.5285   -1147.7527       0.2243  1734.9
44.1000      -1147.5113   -1147.7134       0.2021  1563.2
44.2000      -1147.6342   -1147.7814       0.1471  1138.4
44.3000      -1147.6302   -1147.8438       0.2135  1651.9
44.4000      -1147.5578   -1147.7544       0.1966  1521.1
44.5000      -1147.5444   -1147.7777       0.2333  1804.8
44.6000      -1147.5287   -1147.7846       0.2558  1979.3
44.7000      -1147.4580   -1147.6952       0.2372  1835.0
44.8000      -1147.4976   -1147.7753       0.2777  2148.6
44.9000      -1147.5600   -1147.7768       0.2169  1677.7
45.0000      -1147.7035   -1147.8635       0.1600  1237.6
45.1000      -1147.7087   -1147.8496       0.1409  1089.9
45.2000      -1147.5954   -1147.7878       0.1924  1488.1
45.3000      -1147.6204   -1147.8653       0.2449  1894.3
45.4000      -1147.5191   -1147.7360       0.2170  1678.5
45.5000      -1147.4036   -1147.6674       0.2638  2041.0
45.6000      -1147.6128   -1147.8470       0.2342  1811.8
45.7000      -1147.5913   -1147.8357       0.2444  1890.8
45.8000      -1147.5604   -1147.8049       0.2444  1891.1
45.9000      -1147.5546   -1147.7589       0.2043  1580.2
46.0000      -1147.6288   -1147.8384       0.2096  1621.4
46.1000      -1147.6117   -1147.8229       0.2112  1633.6
46.2000      -1147.5719   -1147.7717       0.1997  1545.2
46.3000      -1147.5650   -1147.7501       0.1850  1431.5
46.4000      -1147.6149   -1147.8178       0.2029  1569.6
46.5000      -1147.5903   -1147.7463       0.1560  1207.1
46.6000      -1147.5621   -1147.8292       0.2670  2065.8
46.7000      -1147.5201   -1147.7368       0.2167  1676.3
46.8000      -1147.5672   -1147.8151       0.2480  1918.4
46.9000      -1147.6405   -1147.8057       0.1652  1278.0
47.0000      -1147.6273   -1147.8168       0.1895  1466.0
47.1000      -1147.5942   -1147.8290       0.2348  1816.4
47.2000      -1147.7063   -1147.8650       0.1587  1227.9
47.3000      -1147.6721   -1147.8318       0.1597  1235.8
47.4000      -1147.5594   -1147.7849       0.2255  1744.7
47.5000      -1147.5738   -1147.8097       0.2359  1825.1
47.6000      -1147.5659   -1147.8188       0.2529  1956.5
47.7000      -1147.5981   -1147.7902       0.1921  1486.2
47.8000      -1147.6212   -1147.7610       0.1398  1081.5
