Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
21.9000      -1147.6783   -1147.8691       0.1908  1476.3
22.0000      -1147.6311   -1147.8455       0.2144  1658.5
22.1000      -1147.6316   -1147.8293       0.1977  1529.4
22.2000      -1147.6124   -1147.8456       0.2332  1804.2
22.3000      -1147.5822   -1147.8024       0.2202  1703.4
22.4000      -1147.6066   -1147.8206       0.2140  1655.5
22.5000      -1147.6074   -1147.8540       0.2467  1908.4
22.6000      -1147.6562   -1147.8571       0.2009  1554.3
22.7000      -1147.6930   -1147.8771       0.1841  1424.6
22.8000      -1147.6687   -1147.8505       0.1818  1406.6
22.9000      -1147.6954   -1147.8699       0.1745  1350.1
23.0000      -1147.6544   -1147.8505       0.1961  1516.7
23.1000      -1147.6648   -1147.8722       0.2074  1604.8
23.2000      -1147.6348   -1147.8819       0.2471  1911.9
23.3000      -1147.6747   -1147.8699       0.1952  1510.1
23.4000      -1147.6528   -1147.8690       0.2162  1672.5
23.5000      -1147.6461   -1147.8517       0.2056  1590.8
23.6000      -1147.6355   -1147.8196       0.1841  1424.6
23.7000      -1147.6495   -1147.8486       0.1991  1540.3
23.8000      -1147.6033   -1147.8481       0.2448  1893.8
23.9000      -1147.6092   -1147.8214       0.2123  1642.3
24.0000      -1147.6256   -1147.8588       0.2332  1804.3
24.1000      -1147.6184   -1147.8288       0.2104  1627.4
24.2000      -1147.6161   -1147.8307       0.2146  1659.9
24.3000      -1147.6590   -1147.8682       0.2093  1619.0
24.4000      -1147.6328   -1147.8551       0.2222  1719.3
24.5000      -1147.6273   -1147.8279       0.2006  1552.0
24.6000      -1147.6601   -1147.8689       0.2088  1615.5
24.7000      -1147.6631   -1147.8371       0.1740  1346.0
24.8000      -1147.6376   -1147.8278       0.1902  1471.5
24.9000      -1147.6257   -1147.8476       0.2219  1716.4
25.0000      -1147.6070   -1147.8165       0.2095  1620.7
25.1000      -1147.5929   -1147.8295       0.2366  1830.6
25.2000      -1147.6367   -1147.8624       0.2257  1745.7
25.3000      -1147.6421   -1147.8336       0.1915  1481.9
25.4000      -1147.6351   -1147.8411       0.2060  1593.5
25.5000      -1147.6756   -1147.8671       0.1915  1481.6
25.6000      -1147.6216   -1147.8725       0.2509  1941.0
25.7000      -1147.6064   -1147.8340       0.2276  1760.7
25.8000      -1147.5863   -1147.8206       0.2343  1812.9
25.9000      -1147.6355   -1147.8628       0.2273  1758.8
26.0000      -1147.6477   -1147.8569       0.2092  1618.8
26.1000      -1147.6758   -1147.8578       0.1820  1407.8
26.2000      -1147.6242   -1147.8450       0.2208  1708.1
26.3000      -1147.6013   -1147.8080       0.2067  1598.9
26.4000      -1147.6451   -1147.8401       0.1950  1508.8
26.5000      -1147.6359   -1147.8511       0.2151  1664.2
26.6000      -1147.6636   -1147.8721       0.2085  1613.2
26.7000      -1147.6384   -1147.8368       0.1984  1534.7
26.8000      -1147.6713   -1147.8816       0.2103  1627.1
26.9000      -1147.6663   -1147.8560       0.1897  1467.3
27.0000      -1147.6922   -1147.8852       0.1931  1493.6
27.1000      -1147.6263   -1147.8228       0.1965  1520.3
27.2000      -1147.6141   -1147.8327       0.2186  1690.9
27.3000      -1147.6309   -1147.8596       0.2287  1769.6
27.4000      -1147.6846   -1147.8871       0.2025  1566.7
27.5000      -1147.6523   -1147.8694       0.2171  1679.5
27.6000      -1147.6302   -1147.8320       0.2018  1561.1
27.7000      -1147.6546   -1147.8426       0.1880  1454.4
27.8000      -1147.6563   -1147.8671       0.2108  1631.1
27.9000      -1147.6417   -1147.8417       0.1999  1546.6
28.0000      -1147.6477   -1147.8659       0.2182  1688.0
28.1000      -1147.6350   -1147.8304       0.1954  1511.5
28.2000      -1147.6045   -1147.8512       0.2467  1908.4
28.3000      -1147.5783   -1147.7938       0.2155  1667.1
28.4000      -1147.6116   -1147.8626       0.2510  1942.1
28.5000      -1147.6303   -1147.8707       0.2404  1860.0
28.6000      -1147.6149   -1147.8336       0.2187  1691.9
28.7000      -1147.6535   -1147.8380       0.1845  1427.3
28.8000      -1147.6428   -1147.8599       0.2172  1680.1
28.9000      -1147.6123   -1147.8283       0.2160  1671.1
29.0000      -1147.5626   -1147.8189       0.2563  1982.9
29.1000      -1147.5902   -1147.8150       0.2248  1739.2
29.2000      -1147.6654   -1147.8552       0.1898  1468.3
29.3000      -1147.6492   -1147.8502       0.2010  1555.1
29.4000      -1147.6396   -1147.8486       0.2090  1616.8
29.5000      -1147.6506   -1147.8592       0.2086  1613.9
29.6000      -1147.6323   -1147.8621       0.2298  1777.7
29.7000      -1147.6507   -1147.8557       0.2050  1585.7
29.8000      -1147.6474   -1147.8513       0.2039  1577.1
29.9000      -1147.6832   -1147.8524       0.1693  1309.5
30.0000      -1147.6731   -1147.8526       0.1795  1388.7
30.1000      -1147.6666   -1147.8473       0.1807  1397.6
30.2000      -1147.6256   -1147.8338       0.2082  1610.7
30.3000      -1147.6380   -1147.8454       0.2073  1604.1
30.4000      -1147.6421   -1147.8567       0.2146  1660.1
30.5000      -1147.6451   -1147.8602       0.2152  1664.6
30.6000      -1147.6114   -1147.8217       0.2104  1627.5
30.7000      -1147.6802   -1147.8551       0.1750  1353.5
30.8000      -1147.6245   -1147.8362       0.2117  1638.1
30.9000      -1147.6260   -1147.8261       0.2001  1547.7
31.0000      -1147.6705   -1147.8592       0.1887  1459.6
31.1000      -1147.6601   -1147.8588       0.1987  1537.1
31.2000      -1147.6144   -1147.8289       0.2145  1659.4
31.3000      -1147.5910   -1147.8130       0.2220  1717.2
31.4000      -1147.6107   -1147.8273       0.2166  1675.6
31.5000      -1147.6171   -1147.8275       0.2104  1627.8
31.6000      -1147.6581   -1147.8668       0.2087  1614.6
31.7000      -1147.6520   -1147.8705       0.2185  1690.4
31.8000      -1147.6556   -1147.8572       0.2015  1559.2
31.9000      -1147.6174   -1147.8266       0.2092  1618.3
32.0000      -1147.6288   -1147.8415       0.2127  1645.7
32.1000      -1147.6534   -1147.8410       0.1876  1451.2
32.2000      -1147.6389   -1147.8401       0.2012  1556.9
32.3000      -1147.6532   -1147.8630       0.2097  1622.6
32.4000      -1147.6712   -1147.8639       0.1927  1490.9
32.5000      -1147.6650   -1147.8838       0.2188  1693.1
32.6000      -1147.6481   -1147.8540       0.2059  1593.3
32.7000      -1147.6256   -1147.8376       0.2119  1639.7
32.8000      -1147.6424   -1147.8893       0.2469  1910.0
32.9000      -1147.6351   -1147.8361       0.2009  1554.5
33.0000      -1147.6263   -1147.8403       0.2140  1655.8
33.1000      -1147.6773   -1147.8909       0.2136  1652.7
33.2000      -1147.6266   -1147.8250       0.1984  1534.9
33.3000      -1147.6354   -1147.8442       0.2088  1615.2
33.4000      -1147.6642   -1147.8683       0.2040  1578.6
33.5000      -1147.6977   -1147.9055       0.2079  1608.0
33.6000      -1147.6198   -1147.8280       0.2082  1611.0
33.7000      -1147.6599   -1147.8520       0.1922  1486.6
33.8000      -1147.6118   -1147.8216       0.2098  1623.3
33.9000      -1147.6448   -1147.8712       0.2264  1751.5
34.0000      -1147.6840   -1147.8881       0.2041  1579.2
34.1000      -1147.6515   -1147.8625       0.2110  1632.4
34.2000      -1147.6513   -1147.8695       0.2182  1687.8
34.3000      -1147.6461   -1147.8443       0.1982  1533.0
34.4000      -1147.7018   -1147.8943       0.1925  1489.1
34.5000      -1147.6616   -1147.8292       0.1676  1296.3
34.6000      -1147.6636   -1147.8442       0.1806  1397.3
34.7000      -1147.5994   -1147.8309       0.2315  1790.6
34.8000      -1147.6070   -1147.8289       0.2219  1716.6
34.9000      -1147.6431   -1147.8285       0.1854  1434.2
35.0000      -1147.6495   -1147.8476       0.1981  1532.3
35.1000      -1147.6652   -1147.8581       0.1929  1492.0
35.2000      -1147.6837   -1147.8589       0.1752  1355.2
35.3000      -1147.6413   -1147.8586       0.2173  1681.1
35.4000      -1147.7005   -1147.8594       0.1589  1229.5
35.5000      -1147.6305   -1147.8531       0.2226  1721.8
35.6000      -1147.6701   -1147.8836       0.2135  1651.8
35.7000      -1147.6388   -1147.8450       0.2062  1595.3
35.8000      -1147.6188   -1147.8452       0.2264  1751.2
35.9000      -1147.6249   -1147.8498       0.2249  1739.7
36.0000      -1147.6245   -1147.8297       0.2052  1587.9
36.1000      -1147.5959   -1147.8302       0.2343  1812.9
36.2000      -1147.6068   -1147.8397       0.2329  1802.1
36.3000      -1147.6049   -1147.8224       0.2176  1683.1
36.4000      -1147.6561   -1147.8583       0.2022  1564.1
36.5000      -1147.6518   -1147.8505       0.1988  1537.8
36.6000      -1147.6120   -1147.8393       0.2274  1759.1
36.7000      -1147.6041   -1147.8307       0.2266  1753.4
36.8000      -1147.6898   -1147.8425       0.1527  1181.2
36.9000      -1147.6126   -1147.8325       0.2199  1700.9
37.0000      -1147.6063   -1147.8399       0.2335  1806.7
37.1000      -1147.6567   -1147.8692       0.2125  1644.0
37.2000      -1147.6329   -1147.8382       0.2053  1588.0
37.3000      -1147.6622   -1147.8639       0.2018  1560.9
37.4000      -1147.6659   -1147.8438       0.1779  1376.3
37.5000      -1147.6788   -1147.8603       0.1815  1404.5
37.6000      -1147.6499   -1147.8545       0.2046  1582.7
37.7000      -1147.6519   -1147.8684       0.2165  1674.7
37.8000      -1147.6417   -1147.8595       0.2178  1684.8
37.9000      -1147.5701   -1147.8216       0.2514  1945.2
38.0000      -1147.6546   -1147.8429       0.1882  1456.4
38.1000      -1147.6462   -1147.8364       0.1902  1471.4
38.2000      -1147.6670   -1147.8714       0.2045  1581.8
38.3000      -1147.6407   -1147.8492       0.2084  1612.3
38.4000      -1147.6846   -1147.8977       0.2131  1648.7
38.5000      -1147.6513   -1147.8458       0.1945  1504.4
38.6000      -1147.6713   -1147.8439       0.1726  1335.5
38.7000      -1147.6832   -1147.8651       0.1819  1407.3
38.8000      -1147.6661   -1147.9111       0.2450  1895.2
38.9000      -1147.6406   -1147.8459       0.2053  1588.6
39.0000      -1147.6444   -1147.8610       0.2167  1676.1
39.1000      -1147.6567   -1147.8823       0.2255  1744.8
39.2000      -1147.6202   -1147.8133       0.1931  1494.0
39.3000      -1147.6173   -1147.8338       0.2165  1675.0
39.4000      -1147.6322   -1147.8489       0.2168  1676.9
39.5000      -1147.6340   -1147.8700       0.2360  1826.0
39.6000      -1147.6921   -1147.8716       0.1795  1388.3
39.7000      -1147.6368   -1147.8343       0.1975  1527.8
39.8000      -1147.6566   -1147.8159       0.1594  1232.9
39.9000      -1147.6234   -1147.8319       0.2085  1612.9
40.0000      -1147.6094   -1147.8244       0.2150  1663.5
40.1000      -1147.6439   -1147.8439       0.2000  1547.3
40.2000      -1147.6110   -1147.8613       0.2503  1936.3
40.3000      -1147.5911   -1147.8189       0.2278  1762.5
40.4000      -1147.6533   -1147.8263       0.1730  1338.7
40.5000      -1147.6775   -1147.8509       0.1733  1341.1
40.6000      -1147.6466   -1147.8296       0.1830  1415.5
40.7000      -1147.6605   -1147.8702       0.2097  1622.2
40.8000      -1147.7187   -1147.8897       0.1710  1323.0
40.9000      -1147.6553   -1147.8573       0.2020  1562.8
41.0000      -1147.6170   -1147.8420       0.2249  1740.1
41.1000      -1147.6269   -1147.8310       0.2040  1578.5
41.2000      -1147.6398   -1147.8483       0.2084  1612.6
41.3000      -1147.6581   -1147.8486       0.1905  1473.7
41.4000      -1147.6409   -1147.8447       0.2038  1576.8
41.5000      -1147.6863   -1147.8696       0.1833  1418.0
41.6000      -1147.6889   -1147.8742       0.1853  1433.8
41.7000      -1147.7036   -1147.8912       0.1876  1451.6
41.8000      -1147.6615   -1147.8458       0.1843  1425.7
41.9000      -1147.6187   -1147.8553       0.2366  1830.2
42.0000      -1147.6336   -1147.8284       0.1948  1507.1
42.1000      -1147.5904   -1147.8145       0.2241  1733.6
42.2000      -1147.6351   -1147.8439       0.2088  1615.3
42.3000      -1147.6522   -1147.8607       0.2085  1613.0
42.4000      -1147.6313   -1147.8356       0.2042  1580.1
42.5000      -1147.5913   -1147.8233       0.2321  1795.2
42.6000      -1147.5603   -1147.8125       0.2522  1950.8
42.7000      -1147.5844   -1147.8392       0.2548  1971.5
42.8000      -1147.6300   -1147.8410       0.2110  1632.7
42.9000      -1147.6207   -1147.8370       0.2163  1673.4
43.0000      -1147.6256   -1147.8450       0.2194  1697.3
43.1000      -1147.6203   -1147.8264       0.2061  1594.1
43.2000      -1147.5791   -1147.7997       0.2207  1707.3
43.3000      -1147.6011   -1147.8413       0.2402  1858.3
43.4000      -1147.6321   -1147.8431       0.2111  1632.8
43.5000      -1147.6625   -1147.8747       0.2122  1641.6
43.6000      -1147.6330   -1147.8438       0.2108  1630.9
43.7000      -1147.6078   -1147.8232       0.2154  1666.3
43.8000      -1147.6147   -1147.8316       0.2169  1678.2
43.9000      -1147.6135   -1147.8142       0.2008  1553.1
44.0000      -1147.5960   -1147.8337       0.2377  1838.8
44.1000      -1147.6278   -1147.8333       0.2055  1589.9
44.2000      -1147.6398   -1147.8617       0.2218  1716.1
44.3000      -1147.6615   -1147.8455       0.1840  1423.7
44.4000      -1147.6221   -1147.8195       0.1974  1526.9
44.5000      -1147.6183   -1147.8135       0.1952  1509.9
44.6000      -1147.5878   -1147.8266       0.2388  1847.7
44.7000      -1147.6918   -1147.8829       0.1912  1478.8
44.8000      -1147.6791   -1147.8793       0.2002  1549.0
44.9000      -1147.6786   -1147.8649       0.1863  1441.3
45.0000      -1147.6330   -1147.8681       0.2351  1819.0
45.1000      -1147.5980   -1147.8497       0.2518  1947.9
45.2000      -1147.5684   -1147.8204       0.2520  1949.3
45.3000      -1147.6204   -1147.8122       0.1918  1483.8
45.4000      -1147.6201   -1147.8254       0.2054  1588.8
45.5000      -1147.6508   -1147.8415       0.1907  1475.4
45.6000      -1147.5794   -1147.8090       0.2296  1776.2
45.7000      -1147.6075   -1147.8529       0.2454  1898.5
45.8000      -1147.6276   -1147.8259       0.1983  1534.5
45.9000      -1147.6097   -1147.8199       0.2102  1626.5
46.0000      -1147.6106   -1147.8203       0.2097  1622.1
46.1000      -1147.6186   -1147.8170       0.1984  1534.9
46.2000      -1147.6401   -1147.8490       0.2089  1616.1
46.3000      -1147.6621   -1147.8749       0.2128  1646.4
46.4000      -1147.6230   -1147.8236       0.2005  1551.2
46.5000      -1147.6601   -1147.8586       0.1985  1535.7
46.6000      -1147.6583   -1147.8821       0.2238  1731.2
46.7000      -1147.6317   -1147.8575       0.2258  1746.9
46.8000      -1147.6108   -1147.8391       0.2283  1766.0
46.9000      -1147.6384   -1147.8336       0.1953  1510.7
47.0000      -1147.6840   -1147.8641       0.1801  1393.1
47.1000      -1147.6270   -1147.8530       0.2260  1748.4
47.2000      -1147.6089   -1147.8475       0.2386  1845.6
47.3000      -1147.5494   -1147.7762       0.2268  1754.6
47.4000      -1147.6128   -1147.8294       0.2166  1675.9
47.5000      -1147.6348   -1147.8391       0.2042  1580.1
47.6000      -1147.6233   -1147.8429       0.2196  1698.6
47.7000      -1147.6237   -1147.8443       0.2207  1707.3
47.8000      -1147.6753   -1147.8964       0.2211  1710.3
