Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
12.9000      -1147.6066   -1147.8061       0.1995  1543.7
13.0000      -1147.5220   -1147.7701       0.2481  1919.3
13.1000      -1147.6990   -1147.9084       0.2094  1620.1
13.2000      -1147.6341   -1147.8878       0.2537  1962.9
13.3000      -1147.6121   -1147.8750       0.2629  2034.1
13.4000      -1147.5687   -1147.8045       0.2358  1824.6
13.5000      -1147.5432   -1147.7769       0.2337  1808.0
13.6000      -1147.5894   -1147.8215       0.2322  1796.1
13.7000      -1147.6965   -1147.8510       0.1545  1195.5
13.8000      -1147.6554   -1147.8172       0.1617  1251.2
13.9000      -1147.5921   -1147.7560       0.1639  1268.1
14.0000      -1147.5391   -1147.7891       0.2500  1933.9
14.1000      -1147.5459   -1147.7849       0.2390  1849.3
14.2000      -1147.5427   -1147.7816       0.2389  1847.8
14.3000      -1147.6023   -1147.8119       0.2096  1621.5
14.4000      -1147.6315   -1147.7930       0.1615  1249.7
14.5000      -1147.5280   -1147.7302       0.2021  1563.7
14.6000      -1147.5493   -1147.7459       0.1966  1520.9
14.7000      -1147.6116   -1147.7645       0.1529  1182.9
14.8000      -1147.6289   -1147.8426       0.2137  1653.4
14.9000      -1147.6524   -1147.8287       0.1763  1363.6
15.0000      -1147.5505   -1147.7748       0.2243  1735.1
15.1000      -1147.5004   -1147.7460       0.2457  1900.6
15.2000      -1147.5497   -1147.7930       0.2433  1882.2
15.3000      -1147.5548   -1147.7631       0.2083  1611.4
15.4000      -1147.6550   -1147.8495       0.1944  1504.0
15.5000      -1147.5741   -1147.8202       0.2460  1903.4
15.6000      -1147.5429   -1147.7342       0.1912  1479.5
15.7000      -1147.5263   -1147.7748       0.2485  1922.4
15.8000      -1147.5302   -1147.8098       0.2796  2163.0
15.9000      -1147.4520   -1147.6848       0.2328  1801.3
16.0000      -1147.5515   -1147.8177       0.2663  2059.9
16.1000      -1147.5105   -1147.7930       0.2825  2185.5
16.2000      -1147.5748   -1147.8320       0.2573  1990.3
16.3000      -1147.6198   -1147.7771       0.1573  1217.2
16.4000      -1147.6490   -1147.8851       0.2361  1826.5
16.5000      -1147.5323   -1147.7537       0.2213  1712.4
16.6000      -1147.5359   -1147.7768       0.2409  1863.4
16.7000      -1147.6290   -1147.8489       0.2199  1701.3
16.8000      -1147.5186   -1147.8065       0.2879  2227.4
16.9000      -1147.6201   -1147.8114       0.1913  1479.8
17.0000      -1147.6368   -1147.8095       0.1727  1336.2
17.1000      -1147.5904   -1147.8376       0.2472  1912.4
17.2000      -1147.5730   -1147.7795       0.2065  1597.8
17.3000      -1147.5194   -1147.8018       0.2824  2184.5
17.4000      -1147.4792   -1147.7324       0.2532  1958.8
17.5000      -1147.5037   -1147.8111       0.3074  2378.4
17.6000      -1147.4569   -1147.7016       0.2447  1893.3
17.7000      -1147.3998   -1147.7033       0.3035  2347.9
17.8000      -1147.4715   -1147.7328       0.2613  2021.4
17.9000      -1147.5856   -1147.8469       0.2613  2021.3
18.0000      -1147.5850   -1147.8090       0.2240  1733.0
18.1000      -1147.5742   -1147.7490       0.1748  1352.1
18.2000      -1147.5964   -1147.8516       0.2552  1974.3
18.3000      -1147.5714   -1147.7976       0.2262  1750.0
18.4000      -1147.5669   -1147.7805       0.2136  1652.5
18.5000      -1147.5980   -1147.8635       0.2655  2054.3
18.6000      -1147.4732   -1147.7716       0.2984  2308.8
18.7000      -1147.5465   -1147.7528       0.2063  1596.2
18.8000      -1147.6018   -1147.8173       0.2155  1667.3
18.9000      -1147.5233   -1147.7597       0.2364  1828.7
19.0000      -1147.5769   -1147.7594       0.1826  1412.3
19.1000      -1147.5672   -1147.7840       0.2168  1677.6
19.2000      -1147.5406   -1147.7932       0.2527  1954.6
19.3000      -1147.5234   -1147.7735       0.2501  1934.5
19.4000      -1147.4787   -1147.8016       0.3229  2498.3
19.5000      -1147.5879   -1147.8201       0.2322  1796.3
19.6000      -1147.5382   -1147.7754       0.2372  1834.9
19.7000      -1147.5599   -1147.8047       0.2448  1893.6
19.8000      -1147.5914   -1147.8028       0.2115  1635.9
19.9000      -1147.6016   -1147.8175       0.2158  1669.8
20.0000      -1147.4698   -1147.7012       0.2314  1790.6
20.1000      -1147.5327   -1147.8022       0.2695  2085.0
20.2000      -1147.5513   -1147.8572       0.3059  2366.7
20.3000      -1147.6747   -1147.8459       0.1712  1324.4
20.4000      -1147.6338   -1147.8619       0.2281  1764.7
20.5000      -1147.6802   -1147.8672       0.1869  1446.0
20.6000      -1147.6367   -1147.8286       0.1919  1484.4
20.7000      -1147.5859   -1147.8301       0.2443  1889.6
20.8000      -1147.5810   -1147.8001       0.2191  1694.9
20.9000      -1147.6359   -1147.8449       0.2090  1617.0
21.0000      -1147.5929   -1147.7698       0.1769  1368.4
21.1000      -1147.5301   -1147.7612       0.2311  1788.1
21.2000      -1147.5509   -1147.7918       0.2409  1863.8
21.3000      -1147.5862   -1147.8020       0.2158  1669.7
21.4000      -1147.5493   -1147.8105       0.2611  2020.3
21.5000      -1147.6214   -1147.8639       0.2425  1876.0
21.6000      -1147.6349   -1147.8382       0.2033  1573.0
21.7000      -1147.6121   -1147.8016       0.1895  1465.9
21.8000      -1147.5745   -1147.7863       0.2118  1638.9
21.9000      -1147.5656   -1147.7994       0.2338  1808.8
22.0000      -1147.5479   -1147.7587       0.2108  1630.9
22.1000      -1147.5940   -1147.8046       0.2106  1629.0
22.2000      -1147.5596   -1147.8374       0.2778  2149.4
22.3000      -1147.6073   -1147.8183       0.2110  1632.4
22.4000      -1147.6554   -1147.8589       0.2034  1573.9
22.5000      -1147.5517   -1147.8398       0.2881  2229.0
22.6000      -1147.5945   -1147.7867       0.1922  1487.0
22.7000      -1147.5823   -1147.8528       0.2704  2092.2
22.8000      -1147.6314   -1147.8030       0.1716  1327.8
22.9000      -1147.5297   -1147.8160       0.2863  2214.8
23.0000      -1147.6258   -1147.8925       0.2667  2063.3
23.1000      -1147.6710   -1147.8632       0.1922  1487.2
23.2000      -1147.6396   -1147.8239       0.1843  1425.8
23.3000      -1147.6149   -1147.7924       0.1774  1372.6
23.4000      -1147.5912   -1147.8303       0.2391  1849.8
23.5000      -1147.5941   -1147.7527       0.1587  1227.5
23.6000      -1147.6351   -1147.8162       0.1811  1400.9
23.7000      -1147.4978   -1147.7089       0.2111  1633.5
23.8000      -1147.5337   -1147.8536       0.3199  2474.6
23.9000      -1147.5761   -1147.7651       0.1890  1462.5
24.0000      -1147.5859   -1147.8202       0.2343  1812.9
24.1000      -1147.6256   -1147.7997       0.1741  1346.9
24.2000      -1147.5964   -1147.8141       0.2177  1684.3
24.3000      -1147.6640   -1147.8533       0.1893  1464.9
24.4000      -1147.4679   -1147.7309       0.2630  2034.9
24.5000      -1147.3840   -1147.7370       0.3531  2731.5
24.6000      -1147.3671   -1147.6983       0.3312  2562.1
24.7000      -1147.4441   -1147.7197       0.2757  2132.6
24.8000      -1147.5898   -1147.8622       0.2724  2107.1
24.9000      -1147.5533   -1147.7895       0.2363  1827.8
25.0000      -1147.4801   -1147.7575       0.2775  2146.6
25.1000      -1147.6010   -1147.8270       0.2260  1748.2
25.2000      -1147.5150   -1147.7586       0.2437  1885.1
25.3000      -1147.4232   -1147.6857       0.2624  2030.3
25.4000      -1147.5725   -1147.8187       0.2462  1904.8
25.5000      -1147.4892   -1147.7519       0.2627  2032.5
25.6000      -1147.5563   -1147.7925       0.2362  1827.0
25.7000      -1147.6085   -1147.8584       0.2499  1933.3
25.8000      -1147.4927   -1147.7707       0.2780  2150.8
25.9000      -1147.5223   -1147.7803       0.2580  1995.7
26.0000      -1147.4637   -1147.7429       0.2792  2160.1
26.1000      -1147.5087   -1147.7357       0.2270  1755.9
26.2000      -1147.4841   -1147.7875       0.3033  2346.6
26.3000      -1147.5059   -1147.6908       0.1848  1429.9
26.4000      -1147.5359   -1147.7593       0.2235  1729.0
26.5000      -1147.5310   -1147.7305       0.1995  1543.7
26.6000      -1147.6108   -1147.8265       0.2157  1668.5
26.7000      -1147.6320   -1147.8414       0.2095  1620.5
26.8000      -1147.5374   -1147.8054       0.2679  2072.9
26.9000      -1147.5328   -1147.7296       0.1968  1522.3
27.0000      -1147.5634   -1147.8139       0.2505  1937.9
27.1000      -1147.4930   -1147.8040       0.3110  2406.3
27.2000      -1147.5410   -1147.7366       0.1955  1512.8
27.3000      -1147.6565   -1147.8355       0.1790  1384.9
27.4000      -1147.5758   -1147.8255       0.2497  1931.6
27.5000      -1147.5855   -1147.8239       0.2384  1844.7
27.6000      -1147.6095   -1147.8073       0.1978  1530.1
27.7000      -1147.6143   -1147.8348       0.2205  1705.8
27.8000      -1147.5628   -1147.8111       0.2482  1920.3
27.9000      -1147.5719   -1147.7954       0.2235  1729.3
28.0000      -1147.5469   -1147.7252       0.1783  1379.5
28.1000      -1147.5198   -1147.7910       0.2712  2098.1
28.2000      -1147.4990   -1147.7051       0.2061  1594.2
28.3000      -1147.5812   -1147.7904       0.2093  1618.9
28.4000      -1147.5343   -1147.7729       0.2386  1846.2
28.5000      -1147.5948   -1147.7707       0.1758  1360.2
28.6000      -1147.6312   -1147.8524       0.2212  1711.5
28.7000      -1147.5235   -1147.7491       0.2256  1745.5
28.8000      -1147.6185   -1147.8314       0.2129  1647.4
28.9000      -1147.5474   -1147.8343       0.2870  2220.0
29.0000      -1147.5608   -1147.8173       0.2565  1984.2
29.1000      -1147.5517   -1147.8527       0.3010  2328.7
29.2000      -1147.5584   -1147.8166       0.2581  1997.0
29.3000      -1147.5132   -1147.7265       0.2134  1650.6
29.4000      -1147.6510   -1147.8447       0.1937  1498.6
29.5000      -1147.5663   -1147.7880       0.2218  1715.7
29.6000      -1147.3921   -1147.6775       0.2854  2208.0
29.7000      -1147.3887   -1147.7204       0.3317  2565.8
29.8000      -1147.5113   -1147.7928       0.2815  2178.0
29.9000      -1147.5182   -1147.7365       0.2183  1688.5
30.0000      -1147.4778   -1147.7623       0.2845  2201.3
30.1000      -1147.4975   -1147.7844       0.2869  2219.3
30.2000      -1147.4970   -1147.7685       0.2715  2100.1
30.3000      -1147.5863   -1147.7853       0.1990  1539.3
30.4000      -1147.6028   -1147.7982       0.1954  1511.9
30.5000      -1147.4878   -1147.7808       0.2929  2266.4
30.6000      -1147.5988   -1147.7952       0.1964  1519.5
30.7000      -1147.5828   -1147.7799       0.1971  1525.1
30.8000      -1147.5862   -1147.8476       0.2614  2022.3
30.9000      -1147.6095   -1147.7904       0.1808  1399.1
31.0000      -1147.5242   -1147.7461       0.2220  1717.3
31.1000      -1147.5982   -1147.8559       0.2576  1993.3
31.2000      -1147.6262   -1147.8416       0.2154  1666.3
31.3000      -1147.5900   -1147.8152       0.2252  1741.9
31.4000      -1147.4652   -1147.7219       0.2567  1985.9
31.5000      -1147.5446   -1147.7912       0.2466  1907.7
31.6000      -1147.4547   -1147.7593       0.3047  2357.0
31.7000      -1147.5766   -1147.8405       0.2639  2041.4
31.8000      -1147.6216   -1147.7842       0.1627  1258.4
31.9000      -1147.4954   -1147.7092       0.2138  1653.8
32.0000      -1147.5675   -1147.8336       0.2661  2058.5
32.1000      -1147.5911   -1147.8122       0.2212  1711.1
32.2000      -1147.5766   -1147.7925       0.2158  1669.8
32.3000      -1147.4975   -1147.7298       0.2323  1797.5
32.4000      -1147.4746   -1147.7793       0.3046  2356.7
32.5000      -1147.5492   -1147.8006       0.2515  1945.3
32.6000      -1147.5513   -1147.8109       0.2597  2008.8
32.7000      -1147.5263   -1147.7855       0.2592  2005.4
32.8000      -1147.5173   -1147.8121       0.2949  2281.2
32.9000      -1147.5951   -1147.8289       0.2337  1808.3
33.0000      -1147.5613   -1147.8092       0.2479  1917.9
33.1000      -1147.5543   -1147.8053       0.2510  1942.0
33.2000      -1147.6197   -1147.8383       0.2187  1691.6
33.3000      -1147.5955   -1147.8319       0.2364  1828.6
33.4000      -1147.5526   -1147.8128       0.2602  2013.3
33.5000      -1147.4392   -1147.7361       0.2969  2296.8
33.6000      -1147.4001   -1147.6868       0.2867  2217.9
33.7000      -1147.5397   -1147.8078       0.2681  2074.0
33.8000      -1147.5429   -1147.7321       0.1892  1464.0
33.9000      -1147.5072   -1147.7942       0.2870  2220.5
34.0000      -1147.4636   -1147.7253       0.2618  2025.0
34.1000      -1147.4575   -1147.7420       0.2845  2201.0
34.2000      -1147.5597   -1147.7684       0.2088  1615.1
34.3000      -1147.5604   -1147.7780       0.2176  1683.5
34.4000      -1147.5376   -1147.8059       0.2682  2075.0
34.5000      -1147.6228   -1147.8410       0.2183  1688.6
34.6000      -1147.6218   -1147.8378       0.2160  1671.3
34.7000      -1147.6301   -1147.8448       0.2147  1661.2
34.8000      -1147.4958   -1147.7907       0.2949  2281.2
34.9000      -1147.6185   -1147.8286       0.2101  1625.4
35.0000      -1147.5901   -1147.8302       0.2402  1858.0
35.1000      -1147.5323   -1147.7420       0.2097  1622.3
35.2000      -1147.5285   -1147.8003       0.2717  2102.3
35.3000      -1147.5954   -1147.8183       0.2229  1724.2
35.4000      -1147.5838   -1147.8308       0.2471  1911.3
35.5000      -1147.5112   -1147.7035       0.1923  1487.4
35.6000      -1147.5671   -1147.7677       0.2006  1551.7
35.7000      -1147.5746   -1147.8103       0.2357  1823.4
35.8000      -1147.5820   -1147.8067       0.2247  1738.2
35.9000      -1147.4714   -1147.7870       0.3156  2441.2
36.0000      -1147.5167   -1147.7547       0.2381  1841.9
36.1000      -1147.6194   -1147.8039       0.1844  1426.8
36.2000      -1147.6670   -1147.8564       0.1893  1464.8
36.3000      -1147.6318   -1147.8372       0.2055  1589.4
36.4000      -1147.6155   -1147.8284       0.2129  1647.2
36.5000      -1147.5617   -1147.8159       0.2542  1966.4
36.6000      -1147.5560   -1147.7774       0.2215  1713.3
36.7000      -1147.5432   -1147.7953       0.2521  1950.0
36.8000      -1147.4929   -1147.8064       0.3135  2425.5
36.9000      -1147.5339   -1147.7959       0.2621  2027.4
37.0000      -1147.5351   -1147.7524       0.2173  1681.2
37.1000      -1147.5211   -1147.7469       0.2257  1746.3
37.2000      -1147.4648   -1147.7037       0.2389  1848.3
37.3000      -1147.6178   -1147.7850       0.1672  1293.5
37.4000      -1147.5354   -1147.8070       0.2716  2101.5
37.5000      -1147.6009   -1147.7743       0.1733  1340.9
37.6000      -1147.6033   -1147.8260       0.2227  1722.5
37.7000      -1147.6287   -1147.8392       0.2105  1628.4
37.8000      -1147.5939   -1147.7649       0.1710  1322.8
37.9000      -1147.5442   -1147.7623       0.2181  1687.6
38.0000      -1147.5190   -1147.7530       0.2340  1809.9
38.1000      -1147.4740   -1147.7938       0.3197  2473.6
38.2000      -1147.5443   -1147.7846       0.2403  1859.2
38.3000      -1147.5861   -1147.8408       0.2546  1970.0
38.4000      -1147.6530   -1147.8631       0.2101  1625.8
38.5000      -1147.5338   -1147.7795       0.2457  1900.8
38.6000      -1147.4834   -1147.7856       0.3022  2337.8
38.7000      -1147.4867   -1147.7512       0.2645  2046.2
38.8000      -1147.4597   -1147.7173       0.2576  1993.0
38.9000      -1147.5743   -1147.7958       0.2215  1713.6
39.0000      -1147.5402   -1147.7633       0.2232  1726.4
39.1000      -1147.6603   -1147.8362       0.1758  1360.4
39.2000      -1147.6209   -1147.8693       0.2484  1921.6
39.3000      -1147.6115   -1147.7713       0.1598  1236.2
39.4000      -1147.6510   -1147.8186       0.1676  1296.3
39.5000      -1147.5633   -1147.7651       0.2018  1560.9
39.6000      -1147.5035   -1147.7292       0.2257  1745.9
39.7000      -1147.6046   -1147.8745       0.2699  2088.1
39.8000      -1147.6012   -1147.8086       0.2075  1605.1
39.9000      -1147.6839   -1147.8465       0.1626  1257.9
40.0000      -1147.5971   -1147.7719       0.1748  1352.4
40.1000      -1147.5655   -1147.8151       0.2496  1931.1
40.2000      -1147.4294   -1147.7421       0.3127  2418.9
40.3000      -1147.5405   -1147.8102       0.2697  2086.5
40.4000      -1147.6018   -1147.8765       0.2747  2125.2
40.5000      -1147.6359   -1147.8403       0.2043  1580.9
40.6000      -1147.5674   -1147.7678       0.2005  1550.8
40.7000      -1147.5980   -1147.8433       0.2453  1898.1
40.8000      -1147.6120   -1147.8359       0.2238  1731.7
40.9000      -1147.5903   -1147.7799       0.1896  1466.9
41.0000      -1147.5657   -1147.7745       0.2088  1615.6
41.1000      -1147.4874   -1147.7747       0.2873  2222.6
41.2000      -1147.5988   -1147.7779       0.1792  1386.0
41.3000      -1147.5148   -1147.7953       0.2805  2170.1
41.4000      -1147.5640   -1147.7745       0.2104  1627.9
41.5000      -1147.5601   -1147.8267       0.2666  2062.2
41.6000      -1147.5339   -1147.7624       0.2285  1768.0
41.7000      -1147.4795   -1147.7565       0.2771  2143.6
41.8000      -1147.5043   -1147.7734       0.2691  2082.2
41.9000      -1147.4475   -1147.7529       0.3055  2363.1
42.0000      -1147.5407   -1147.7792       0.2385  1845.1
42.1000      -1147.5876   -1147.7711       0.1835  1419.4
42.2000      -1147.4867   -1147.7783       0.2916  2255.6
42.3000      -1147.5528   -1147.7926       0.2399  1855.7
42.4000      -1147.5268   -1147.8114       0.2846  2201.9
42.5000      -1147.5660   -1147.7771       0.2111  1633.3
42.6000      -1147.4918   -1147.8514       0.3596  2782.1
42.7000      -1147.6594   -1147.8554       0.1960  1516.6
42.8000      -1147.5969   -1147.8166       0.2197  1700.0
42.9000      -1147.5508   -1147.7832       0.2324  1798.1
43.0000      -1147.5721   -1147.8149       0.2428  1878.7
43.1000      -1147.5713   -1147.8048       0.2335  1806.6
43.2000      -1147.5594   -1147.7988       0.2394  1851.8
43.3000      -1147.5840   -1147.8078       0.2238  1731.6
43.4000      -1147.5642   -1147.7792       0.2150  1663.2
43.5000      -1147.5513   -1147.8122       0.2609  2018.3
43.6000      -1147.5522   -1147.8015       0.2492  1928.2
43.7000      -1147.5575   -1147.8027       0.2452  1896.7
43.8000      -1147.5540   -1147.7767       0.2227  1722.6
43.9000      -1147.6036   -1147.8106       0.2070  1601.5
44.0000      -1147.5695   -1147.7929       0.2234  1728.5
44.1000      -1147.6644   -1147.8591       0.1947  1506.3
44.2000      -1147.5827   -1147.8064       0.2237  1730.6
44.3000      -1147.6366   -1147.8088       0.1722  1332.1
44.4000      -1147.6216   -1147.8675       0.2460  1902.8
44.5000      -1147.5387   -1147.8207       0.2821  2182.1
44.6000      -1147.4935   -1147.8015       0.3080  2383.0
44.7000      -1147.5044   -1147.7321       0.2277  1761.3
44.8000      -1147.5375   -1147.7995       0.2620  2027.3
44.9000      -1147.6583   -1147.8266       0.1683  1301.7
45.0000      -1147.5866   -1147.8313       0.2447  1893.4
45.1000      -1147.5156   -1147.7756       0.2600  2011.1
45.2000      -1147.5356   -1147.7599       0.2244  1735.7
45.3000      -1147.6036   -1147.8221       0.2185  1690.6
45.4000      -1147.5818   -1147.7844       0.2026  1567.2
45.5000      -1147.4720   -1147.7796       0.3076  2379.5
45.6000      -1147.5682   -1147.8167       0.2485  1922.6
45.7000      -1147.5104   -1147.8253       0.3149  2436.4
45.8000      -1147.5813   -1147.8228       0.2415  1868.4
45.9000      -1147.5722   -1147.8054       0.2332  1804.4
46.0000      -1147.4412   -1147.7188       0.2776  2147.8
46.1000      -1147.5679   -1147.7875       0.2196  1698.7
46.2000      -1147.6397   -1147.8356       0.1959  1515.4
46.3000      -1147.5844   -1147.7579       0.1735  1342.6
46.4000      -1147.6197   -1147.8071       0.1874  1449.8
46.5000      -1147.5230   -1147.7400       0.2169  1678.3
46.6000      -1147.5729   -1147.8169       0.2440  1887.8
46.7000      -1147.4912   -1147.7549       0.2637  2039.8
46.8000      -1147.5764   -1147.7768       0.2004  1550.7
46.9000      -1147.5614   -1147.7672       0.2057  1591.7
47.0000      -1147.5691   -1147.7791       0.2101  1625.1
47.1000      -1147.5597   -1147.8179       0.2583  1998.3
47.2000      -1147.4999   -1147.8156       0.3156  2442.0
47.3000      -1147.5177   -1147.7455       0.2277  1761.8
47.4000      -1147.5884   -1147.7886       0.2001  1548.4
47.5000      -1147.5655   -1147.8040       0.2385  1845.4
47.6000      -1147.6334   -1147.8071       0.1737  1343.4
47.7000      -1147.6206   -1147.8309       0.2103  1627.2
47.8000      -1147.5959   -1147.7949       0.1990  1539.6
