Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
3.6000       -1147.6290   -1147.8133       0.1843  1425.6
3.7000       -1147.5685   -1147.7866       0.2181  1687.1
3.8000       -1147.4584   -1147.7364       0.2780  2150.5
3.9000       -1147.6266   -1147.8043       0.1777  1374.9
4.0000       -1147.5805   -1147.7839       0.2033  1573.0
4.1000       -1147.5227   -1147.7546       0.2319  1794.4
4.2000       -1147.5142   -1147.7473       0.2331  1803.5
4.3000       -1147.4959   -1147.7408       0.2449  1894.3
4.4000       -1147.5140   -1147.7812       0.2672  2066.8
4.5000       -1147.5267   -1147.7342       0.2075  1605.3
4.6000       -1147.5133   -1147.8008       0.2875  2224.3
4.7000       -1147.5790   -1147.7543       0.1752  1355.6
4.8000       -1147.5596   -1147.8100       0.2504  1936.8
4.9000       -1147.5903   -1147.7724       0.1822  1409.3
5.0000       -1147.5782   -1147.8408       0.2626  2031.8
5.1000       -1147.6287   -1147.8003       0.1716  1327.8
5.2000       -1147.5614   -1147.7992       0.2378  1839.6
5.3000       -1147.5924   -1147.8601       0.2677  2070.8
5.4000       -1147.5334   -1147.7598       0.2264  1751.7
5.5000       -1147.6028   -1147.7944       0.1917  1482.9
5.6000       -1147.5929   -1147.7969       0.2041  1578.9
5.7000       -1147.6330   -1147.8489       0.2159  1670.2
5.8000       -1147.5494   -1147.7607       0.2113  1634.8
5.9000       -1147.5110   -1147.7274       0.2164  1673.9
6.0000       -1147.5207   -1147.7852       0.2644  2045.9
6.1000       -1147.4536   -1147.7563       0.3028  2342.4
6.2000       -1147.4068   -1147.6600       0.2532  1959.2
6.3000       -1147.4980   -1147.7537       0.2556  1977.6
6.4000       -1147.5760   -1147.8212       0.2452  1896.9
6.5000       -1147.5832   -1147.8473       0.2641  2043.1
6.6000       -1147.6231   -1147.8156       0.1925  1489.4
6.7000       -1147.5646   -1147.7955       0.2309  1786.2
6.8000       -1147.5737   -1147.7953       0.2216  1714.5
6.9000       -1147.6067   -1147.8141       0.2074  1604.6
7.0000       -1147.5317   -1147.7592       0.2275  1760.2
7.1000       -1147.5518   -1147.8296       0.2777  2148.8
7.2000       -1147.6165   -1147.7706       0.1541  1191.9
7.3000       -1147.5063   -1147.8580       0.3517  2721.2
7.4000       -1147.4677   -1147.6898       0.2221  1718.2
7.5000       -1147.4715   -1147.7613       0.2898  2242.2
7.6000       -1147.5136   -1147.7772       0.2636  2039.3
7.7000       -1147.6088   -1147.7879       0.1791  1385.9
7.8000       -1147.5742   -1147.8139       0.2396  1853.8
7.9000       -1147.6402   -1147.8169       0.1766  1366.6
8.0000       -1147.6469   -1147.8239       0.1770  1369.1
8.1000       -1147.5981   -1147.7756       0.1775  1372.9
8.2000       -1147.6753   -1147.8609       0.1856  1436.0
8.3000       -1147.6649   -1147.8710       0.2061  1594.3
8.4000       -1147.7284   -1147.8513       0.1230   951.3
8.5000       -1147.6499   -1147.8377       0.1878  1452.7
8.6000       -1147.5480   -1147.7898       0.2418  1870.8
8.7000       -1147.6165   -1147.8177       0.2012  1556.4
8.8000       -1147.6538   -1147.8269       0.1731  1339.5
8.9000       -1147.5699   -1147.7726       0.2027  1568.0
9.0000       -1147.5117   -1147.8178       0.3060  2367.6
9.1000       -1147.5249   -1147.7717       0.2468  1909.1
9.2000       -1147.6182   -1147.8184       0.2002  1549.2
9.3000       -1147.5882   -1147.8018       0.2135  1651.9
9.4000       -1147.5429   -1147.7851       0.2421  1873.3
9.5000       -1147.5483   -1147.8257       0.2773  2145.4
9.6000       -1147.5593   -1147.7603       0.2009  1554.5
9.7000       -1147.5556   -1147.7743       0.2187  1692.1
9.8000       -1147.5280   -1147.7759       0.2478  1917.3
9.9000       -1147.6128   -1147.7799       0.1671  1293.0
10.0000      -1147.4444   -1147.6977       0.2533  1959.7
10.1000      -1147.4827   -1147.7890       0.3063  2369.7
10.2000      -1147.5568   -1147.8364       0.2796  2162.9
10.3000      -1147.5506   -1147.7820       0.2314  1790.1
10.4000      -1147.5931   -1147.7850       0.1919  1484.3
10.5000      -1147.5447   -1147.8277       0.2830  2189.4
10.6000      -1147.5666   -1147.8092       0.2425  1876.4
10.7000      -1147.6169   -1147.8107       0.1938  1499.2
10.8000      -1147.4044   -1147.6610       0.2566  1985.4
10.9000      -1147.5104   -1147.7903       0.2799  2165.1
11.0000      -1147.5140   -1147.7824       0.2685  2076.9
11.1000      -1147.5331   -1147.7557       0.2226  1722.0
11.2000      -1147.4736   -1147.7800       0.3064  2370.0
11.3000      -1147.5851   -1147.8058       0.2207  1707.0
11.4000      -1147.5748   -1147.7892       0.2144  1658.4
11.5000      -1147.5494   -1147.8270       0.2776  2147.3
11.6000      -1147.5156   -1147.8151       0.2995  2317.3
11.7000      -1147.6043   -1147.8145       0.2101  1625.7
11.8000      -1147.4943   -1147.7391       0.2448  1893.8
11.9000      -1147.5531   -1147.7728       0.2197  1699.4
12.0000      -1147.4978   -1147.7485       0.2507  1939.5
12.1000      -1147.4477   -1147.7422       0.2945  2278.4
12.2000      -1147.5288   -1147.7854       0.2566  1984.8
12.3000      -1147.5956   -1147.8111       0.2155  1667.5
12.4000      -1147.5316   -1147.7179       0.1863  1441.5
12.5000      -1147.4833   -1147.7079       0.2246  1737.9
12.6000      -1147.5119   -1147.7910       0.2791  2158.9
12.7000      -1147.5045   -1147.7615       0.2570  1988.3
12.8000      -1147.5315   -1147.7450       0.2135  1651.6
12.9000      -1147.5300   -1147.7505       0.2205  1705.9
13.0000      -1147.5177   -1147.8183       0.3006  2325.7
13.1000      -1147.6047   -1147.8093       0.2047  1583.3
13.2000      -1147.6092   -1147.8169       0.2078  1607.2
13.3000      -1147.6062   -1147.8258       0.2197  1699.5
13.4000      -1147.6264   -1147.8286       0.2022  1564.3
13.5000      -1147.5993   -1147.8046       0.2053  1588.0
13.6000      -1147.5329   -1147.8163       0.2833  2192.1
13.7000      -1147.5286   -1147.7760       0.2474  1913.9
13.8000      -1147.5442   -1147.8012       0.2569  1987.8
13.9000      -1147.6312   -1147.7987       0.1676  1296.4
14.0000      -1147.5946   -1147.7935       0.1988  1538.2
14.1000      -1147.5968   -1147.7849       0.1882  1455.7
14.2000      -1147.5616   -1147.7890       0.2273  1758.6
14.3000      -1147.5061   -1147.7497       0.2436  1884.7
14.4000      -1147.5210   -1147.7924       0.2714  2099.5
14.5000      -1147.5657   -1147.7834       0.2177  1683.9
14.6000      -1147.5211   -1147.8155       0.2944  2277.5
14.7000      -1147.4442   -1147.6769       0.2327  1800.0
14.8000      -1147.6293   -1147.8441       0.2148  1661.9
14.9000      -1147.6879   -1147.8911       0.2032  1571.8
15.0000      -1147.6464   -1147.8353       0.1889  1461.5
15.1000      -1147.6548   -1147.8045       0.1497  1158.4
15.2000      -1147.6354   -1147.8304       0.1950  1508.7
15.3000      -1147.6562   -1147.8576       0.2014  1558.5
15.4000      -1147.6011   -1147.8326       0.2315  1790.8
15.5000      -1147.5043   -1147.7972       0.2930  2266.4
15.6000      -1147.5756   -1147.7878       0.2122  1641.5
15.7000      -1147.6024   -1147.8262       0.2238  1731.2
15.8000      -1147.5526   -1147.8106       0.2579  1995.4
15.9000      -1147.6158   -1147.8469       0.2311  1787.9
16.0000      -1147.4902   -1147.7018       0.2116  1637.3
16.1000      -1147.4499   -1147.7577       0.3079  2381.7
16.2000      -1147.6340   -1147.8430       0.2089  1616.3
16.3000      -1147.6086   -1147.7937       0.1852  1432.5
16.4000      -1147.5824   -1147.8125       0.2301  1780.2
16.5000      -1147.4772   -1147.7936       0.3164  2447.6
16.6000      -1147.4977   -1147.7503       0.2526  1954.0
16.7000      -1147.5026   -1147.7798       0.2772  2144.8
16.8000      -1147.6218   -1147.8193       0.1975  1527.7
16.9000      -1147.5657   -1147.8010       0.2352  1819.8
17.0000      -1147.5475   -1147.8053       0.2578  1994.4
17.1000      -1147.5955   -1147.8260       0.2305  1783.1
17.2000      -1147.5955   -1147.7969       0.2014  1558.0
17.3000      -1147.5605   -1147.8446       0.2841  2198.2
17.4000      -1147.4641   -1147.7717       0.3076  2379.5
17.5000      -1147.5582   -1147.7593       0.2011  1555.8
17.6000      -1147.4671   -1147.7696       0.3024  2339.8
17.7000      -1147.5722   -1147.8297       0.2574  1991.6
17.8000      -1147.5573   -1147.8183       0.2610  2019.1
17.9000      -1147.5413   -1147.8520       0.3106  2403.1
18.0000      -1147.4997   -1147.7771       0.2774  2146.4
18.1000      -1147.5817   -1147.7733       0.1916  1482.3
18.2000      -1147.5250   -1147.7509       0.2259  1747.3
18.3000      -1147.5076   -1147.7784       0.2708  2095.1
18.4000      -1147.4699   -1147.7850       0.3151  2438.0
18.5000      -1147.5379   -1147.7497       0.2119  1639.3
18.6000      -1147.7052   -1147.8903       0.1850  1431.3
18.7000      -1147.6601   -1147.8635       0.2033  1573.1
18.8000      -1147.6145   -1147.8534       0.2389  1847.9
18.9000      -1147.6426   -1147.8385       0.1959  1515.8
19.0000      -1147.5022   -1147.6976       0.1953  1510.9
19.1000      -1147.5593   -1147.7592       0.1999  1546.5
19.2000      -1147.5712   -1147.8083       0.2370  1833.8
19.3000      -1147.5737   -1147.7900       0.2163  1673.7
19.4000      -1147.5179   -1147.7926       0.2747  2124.9
19.5000      -1147.5939   -1147.8325       0.2387  1846.4
19.6000      -1147.5167   -1147.7293       0.2126  1644.7
19.7000      -1147.5995   -1147.8405       0.2409  1864.0
19.8000      -1147.6376   -1147.8017       0.1642  1270.1
19.9000      -1147.6284   -1147.8483       0.2198  1700.7
20.0000      -1147.4830   -1147.7314       0.2484  1921.7
20.1000      -1147.5237   -1147.7565       0.2328  1800.8
20.2000      -1147.6615   -1147.8499       0.1884  1457.4
20.3000      -1147.6612   -1147.8701       0.2090  1616.7
20.4000      -1147.6132   -1147.8218       0.2086  1614.0
20.5000      -1147.5040   -1147.7826       0.2786  2155.3
20.6000      -1147.4967   -1147.7886       0.2919  2258.3
20.7000      -1147.6164   -1147.8470       0.2306  1784.2
20.8000      -1147.5698   -1147.8218       0.2520  1949.6
20.9000      -1147.5693   -1147.7658       0.1965  1520.0
21.0000      -1147.4756   -1147.7770       0.3014  2331.6
21.1000      -1147.5355   -1147.7778       0.2423  1874.7
21.2000      -1147.5759   -1147.7797       0.2039  1577.3
21.3000      -1147.5276   -1147.7810       0.2534  1960.4
21.4000      -1147.5594   -1147.7668       0.2074  1604.8
21.5000      -1147.5804   -1147.7963       0.2158  1669.7
21.6000      -1147.4981   -1147.7901       0.2920  2259.0
21.7000      -1147.4658   -1147.7095       0.2437  1885.2
21.8000      -1147.5487   -1147.7516       0.2029  1569.9
21.9000      -1147.4753   -1147.7423       0.2670  2065.7
22.0000      -1147.5295   -1147.8302       0.3007  2326.0
22.1000      -1147.4854   -1147.7763       0.2909  2250.7
22.2000      -1147.5692   -1147.8255       0.2562  1982.4
22.3000      -1147.6069   -1147.8465       0.2396  1853.9
22.4000      -1147.5738   -1147.7791       0.2053  1588.1
22.5000      -1147.6619   -1147.8216       0.1597  1235.4
22.6000      -1147.6501   -1147.8368       0.1867  1444.5
22.7000      -1147.5274   -1147.7229       0.1955  1512.5
22.8000      -1147.4752   -1147.7382       0.2629  2034.2
22.9000      -1147.4562   -1147.8016       0.3454  2672.3
23.0000      -1147.4791   -1147.7821       0.3030  2344.3
23.1000      -1147.5767   -1147.7837       0.2071  1602.0
23.2000      -1147.5468   -1147.7760       0.2293  1773.6
23.3000      -1147.5270   -1147.7425       0.2154  1666.6
23.4000      -1147.6334   -1147.8136       0.1803  1394.7
23.5000      -1147.5753   -1147.8250       0.2497  1931.7
23.6000      -1147.5826   -1147.7811       0.1986  1536.3
23.7000      -1147.5729   -1147.7998       0.2269  1755.6
23.8000      -1147.6474   -1147.8234       0.1760  1361.7
23.9000      -1147.6368   -1147.8608       0.2241  1733.5
24.0000      -1147.5816   -1147.8792       0.2976  2302.6
24.1000      -1147.6162   -1147.8061       0.1899  1469.0
24.2000      -1147.5036   -1147.7831       0.2795  2162.1
24.3000      -1147.5416   -1147.7986       0.2570  1988.1
24.4000      -1147.5117   -1147.7943       0.2826  2186.2
24.5000      -1147.5688   -1147.7835       0.2147  1660.7
24.6000      -1147.6269   -1147.8002       0.1733  1340.4
24.7000      -1147.6295   -1147.8272       0.1977  1529.8
24.8000      -1147.5984   -1147.8186       0.2202  1703.8
24.9000      -1147.5385   -1147.7854       0.2469  1910.1
25.0000      -1147.5422   -1147.7605       0.2183  1689.2
25.1000      -1147.6598   -1147.8194       0.1596  1234.7
25.2000      -1147.6174   -1147.7983       0.1809  1399.4
25.3000      -1147.6104   -1147.8201       0.2097  1622.4
25.4000      -1147.6299   -1147.8360       0.2061  1594.8
25.5000      -1147.5867   -1147.8135       0.2269  1755.1
25.6000      -1147.5251   -1147.7652       0.2401  1857.2
25.7000      -1147.5622   -1147.7792       0.2170  1679.0
25.8000      -1147.5849   -1147.8320       0.2470  1911.2
25.9000      -1147.5639   -1147.7842       0.2203  1704.0
26.0000      -1147.5201   -1147.7697       0.2496  1930.9
26.1000      -1147.5632   -1147.8065       0.2433  1882.1
26.2000      -1147.5428   -1147.7309       0.1881  1455.4
26.3000      -1147.4830   -1147.7633       0.2803  2168.7
26.4000      -1147.5238   -1147.7401       0.2162  1672.9
26.5000      -1147.5503   -1147.7905       0.2401  1857.9
26.6000      -1147.5500   -1147.7623       0.2124  1643.1
26.7000      -1147.5400   -1147.7979       0.2578  1994.8
26.8000      -1147.4903   -1147.7393       0.2491  1927.0
26.9000      -1147.4939   -1147.7660       0.2721  2105.3
27.0000      -1147.5026   -1147.7102       0.2076  1606.4
27.1000      -1147.4360   -1147.7828       0.3469  2683.4
27.2000      -1147.5817   -1147.8591       0.2774  2146.0
27.3000      -1147.5720   -1147.7640       0.1920  1485.2
27.4000      -1147.6518   -1147.8283       0.1765  1365.1
27.5000      -1147.6070   -1147.8415       0.2345  1814.2
27.6000      -1147.6647   -1147.8488       0.1840  1423.8
27.7000      -1147.5874   -1147.7935       0.2061  1594.4
27.8000      -1147.4462   -1147.6874       0.2412  1866.1
27.9000      -1147.5468   -1147.8053       0.2584  1999.4
28.0000      -1147.5524   -1147.7921       0.2397  1854.5
28.1000      -1147.5385   -1147.7561       0.2176  1683.1
28.2000      -1147.5920   -1147.7994       0.2075  1605.1
28.3000      -1147.5715   -1147.7542       0.1828  1413.9
28.4000      -1147.4702   -1147.7532       0.2830  2189.5
28.5000      -1147.4413   -1147.7945       0.3532  2732.6
28.6000      -1147.5399   -1147.7599       0.2200  1702.1
28.7000      -1147.5972   -1147.8416       0.2444  1890.6
28.8000      -1147.5725   -1147.8123       0.2398  1855.4
28.9000      -1147.5301   -1147.7869       0.2568  1986.9
29.0000      -1147.4937   -1147.8079       0.3143  2431.3
29.1000      -1147.5697   -1147.7836       0.2140  1655.4
29.2000      -1147.6021   -1147.7946       0.1925  1489.3
29.3000      -1147.5955   -1147.8329       0.2374  1836.8
29.4000      -1147.5917   -1147.7923       0.2006  1551.8
29.5000      -1147.5930   -1147.8059       0.2129  1647.2
29.6000      -1147.5813   -1147.8213       0.2400  1857.0
29.7000      -1147.5119   -1147.7958       0.2839  2196.6
29.8000      -1147.6405   -1147.8348       0.1943  1503.5
29.9000      -1147.5782   -1147.8567       0.2784  2154.1
30.0000      -1147.4336   -1147.7618       0.3281  2538.5
30.1000      -1147.5459   -1147.7352       0.1893  1464.4
30.2000      -1147.5324   -1147.7509       0.2186  1691.0
30.3000      -1147.5045   -1147.7084       0.2039  1577.1
30.4000      -1147.5946   -1147.8352       0.2406  1861.1
30.5000      -1147.5377   -1147.7380       0.2003  1549.4
30.6000      -1147.4371   -1147.8135       0.3764  2911.6
30.7000      -1147.5819   -1147.7788       0.1969  1523.1
30.8000      -1147.5554   -1147.7707       0.2153  1665.5
30.9000      -1147.5913   -1147.8373       0.2460  1903.2
31.0000      -1147.5610   -1147.7873       0.2263  1750.9
31.1000      -1147.6101   -1147.8169       0.2069  1600.3
31.2000      -1147.5818   -1147.8255       0.2437  1885.2
31.3000      -1147.5193   -1147.8300       0.3107  2403.9
31.4000      -1147.5745   -1147.7334       0.1589  1229.6
31.5000      -1147.6332   -1147.8403       0.2072  1602.7
31.6000      -1147.6278   -1147.8069       0.1791  1385.6
31.7000      -1147.5836   -1147.7920       0.2084  1612.5
31.8000      -1147.5462   -1147.7230       0.1767  1367.1
31.9000      -1147.5361   -1147.7795       0.2434  1883.1
32.0000      -1147.5690   -1147.7991       0.2301  1779.9
32.1000      -1147.5272   -1147.7673       0.2400  1857.0
32.2000      -1147.4852   -1147.7908       0.3056  2363.9
32.3000      -1147.4887   -1147.7893       0.3006  2325.5
32.4000      -1147.5535   -1147.8240       0.2705  2093.0
32.5000      -1147.6268   -1147.8305       0.2037  1575.7
32.6000      -1147.6834   -1147.8461       0.1627  1258.5
32.7000      -1147.6117   -1147.8680       0.2563  1982.9
32.8000      -1147.6116   -1147.8327       0.2211  1710.7
32.9000      -1147.5740   -1147.8175       0.2435  1883.6
33.0000      -1147.5018   -1147.7184       0.2166  1675.5
33.1000      -1147.4847   -1147.7374       0.2527  1955.0
33.2000      -1147.5312   -1147.7652       0.2340  1810.6
33.3000      -1147.6206   -1147.8313       0.2107  1629.8
33.4000      -1147.5791   -1147.7931       0.2140  1655.6
33.5000      -1147.6323   -1147.7747       0.1424  1101.6
33.6000      -1147.5781   -1147.7507       0.1726  1335.5
33.7000      -1147.6558   -1147.8246       0.1687  1305.4
33.8000      -1147.6013   -1147.8092       0.2079  1608.2
33.9000      -1147.5762   -1147.8442       0.2680  2073.0
34.0000      -1147.5816   -1147.8238       0.2423  1874.3
34.1000      -1147.5949   -1147.8309       0.2360  1825.7
34.2000      -1147.5058   -1147.7785       0.2727  2109.5
34.3000      -1147.6026   -1147.8305       0.2278  1762.7
34.4000      -1147.5630   -1147.8006       0.2376  1838.1
34.5000      -1147.6119   -1147.8004       0.1885  1458.6
34.6000      -1147.6448   -1147.8213       0.1765  1365.1
34.7000      -1147.6458   -1147.8275       0.1816  1405.3
34.8000      -1147.6217   -1147.8319       0.2101  1625.7
34.9000      -1147.5153   -1147.8055       0.2902  2245.1
35.0000      -1147.5806   -1147.8053       0.2247  1738.0
35.1000      -1147.5443   -1147.7399       0.1956  1513.0
35.2000      -1147.5812   -1147.7892       0.2080  1609.1
35.3000      -1147.5468   -1147.8356       0.2887  2233.9
35.4000      -1147.5723   -1147.7864       0.2141  1656.0
35.5000      -1147.6087   -1147.7640       0.1553  1201.5
35.6000      -1147.5244   -1147.7566       0.2321  1795.8
35.7000      -1147.5450   -1147.7765       0.2315  1790.8
35.8000      -1147.6210   -1147.8183       0.1973  1526.1
35.9000      -1147.5850   -1147.8046       0.2196  1699.2
36.0000      -1147.5079   -1147.7398       0.2319  1793.9
36.1000      -1147.5933   -1147.7598       0.1665  1288.2
36.2000      -1147.5253   -1147.7191       0.1938  1499.2
36.3000      -1147.5914   -1147.8112       0.2199  1701.0
36.4000      -1147.5484   -1147.7892       0.2408  1863.0
36.5000      -1147.5347   -1147.7558       0.2210  1710.0
36.6000      -1147.4638   -1147.7242       0.2604  2014.7
36.7000      -1147.4116   -1147.7261       0.3145  2432.7
36.8000      -1147.3961   -1147.6877       0.2915  2255.4
36.9000      -1147.5309   -1147.7513       0.2204  1704.9
37.0000      -1147.5182   -1147.7635       0.2453  1898.0
37.1000      -1147.4429   -1147.7048       0.2620  2026.6
37.2000      -1147.4344   -1147.7193       0.2849  2204.2
37.3000      -1147.4955   -1147.7277       0.2322  1796.5
37.4000      -1147.3895   -1147.7308       0.3413  2640.2
37.5000      -1147.5076   -1147.7502       0.2425  1876.4
37.6000      -1147.4275   -1147.7060       0.2786  2155.0
37.7000      -1147.6273   -1147.8215       0.1942  1502.1
37.8000      -1147.5923   -1147.8135       0.2212  1711.6
37.9000      -1147.5799   -1147.7674       0.1875  1450.4
38.0000      -1147.5190   -1147.8442       0.3252  2515.8
38.1000      -1147.5632   -1147.8041       0.2409  1863.5
38.2000      -1147.5218   -1147.7526       0.2308  1785.4
38.3000      -1147.5114   -1147.7587       0.2472  1912.6
38.4000      -1147.5566   -1147.7541       0.1975  1528.0
38.5000      -1147.5905   -1147.8640       0.2735  2115.8
38.6000      -1147.5847   -1147.8313       0.2466  1908.0
38.7000      -1147.5396   -1147.7638       0.2242  1734.3
38.8000      -1147.5026   -1147.7294       0.2268  1754.5
38.9000      -1147.6680   -1147.8813       0.2133  1650.2
39.0000      -1147.5756   -1147.8457       0.2701  2089.8
39.1000      -1147.6246   -1147.8031       0.1784  1380.5
39.2000      -1147.6310   -1147.8183       0.1873  1449.1
39.3000      -1147.6439   -1147.8518       0.2079  1608.2
39.4000      -1147.6105   -1147.7717       0.1612  1246.9
39.5000      -1147.5578   -1147.7884       0.2306  1783.8
39.6000      -1147.5476   -1147.7724       0.2248  1739.4
39.7000      -1147.5874   -1147.8160       0.2286  1768.6
39.8000      -1147.6201   -1147.8164       0.1963  1518.6
39.9000      -1147.6116   -1147.7997       0.1881  1455.3
40.0000      -1147.6355   -1147.8244       0.1889  1461.1
40.1000      -1147.6120   -1147.8409       0.2288  1770.4
40.2000      -1147.5993   -1147.8064       0.2071  1602.3
40.3000      -1147.6306   -1147.8078       0.1772  1370.6
40.4000      -1147.4507   -1147.7497       0.2990  2313.0
40.5000      -1147.5689   -1147.7888       0.2199  1701.1
40.6000      -1147.5818   -1147.8210       0.2393  1850.9
40.7000      -1147.6169   -1147.8317       0.2148  1661.9
40.8000      -1147.5751   -1147.8106       0.2355  1821.7
40.9000      -1147.5464   -1147.8142       0.2678  2071.7
41.0000      -1147.6049   -1147.8474       0.2425  1876.2
41.1000      -1147.6107   -1147.8356       0.2249  1740.1
41.2000      -1147.6133   -1147.8813       0.2680  2073.4
41.3000      -1147.5699   -1147.7768       0.2069  1600.4
41.4000      -1147.5937   -1147.8331       0.2393  1851.4
41.5000      -1147.5429   -1147.8002       0.2573  1990.3
41.6000      -1147.5547   -1147.7713       0.2166  1675.6
41.7000      -1147.5744   -1147.7737       0.1994  1542.2
41.8000      -1147.5534   -1147.7450       0.1917  1482.7
41.9000      -1147.5830   -1147.7857       0.2027  1567.8
42.0000      -1147.6738   -1147.8497       0.1759  1361.0
42.1000      -1147.6077   -1147.8180       0.2103  1626.6
42.2000      -1147.5297   -1147.8099       0.2803  2168.1
42.3000      -1147.5805   -1147.7443       0.1638  1267.2
42.4000      -1147.6010   -1147.8163       0.2153  1665.8
42.5000      -1147.6233   -1147.8201       0.1968  1522.9
42.6000      -1147.5257   -1147.8113       0.2857  2210.1
42.7000      -1147.5473   -1147.7617       0.2144  1658.4
42.8000      -1147.4640   -1147.6963       0.2323  1797.5
42.9000      -1147.5212   -1147.7437       0.2225  1721.6
43.0000      -1147.5927   -1147.8147       0.2220  1717.4
43.1000      -1147.5201   -1147.7519       0.2318  1793.1
43.2000      -1147.5147   -1147.7524       0.2377  1838.7
43.3000      -1147.5542   -1147.7307       0.1765  1365.8
43.4000      -1147.5871   -1147.8021       0.2150  1663.2
43.5000      -1147.5317   -1147.7459       0.2142  1657.1
43.6000      -1147.6058   -1147.8263       0.2205  1705.8
43.7000      -1147.6022   -1147.8072       0.2050  1586.1
43.8000      -1147.5198   -1147.7569       0.2371  1833.9
43.9000      -1147.4130   -1147.7392       0.3262  2523.2
44.0000      -1147.4232   -1147.7147       0.2915  2255.0
44.1000      -1147.4907   -1147.7676       0.2770  2142.8
44.2000      -1147.5618   -1147.8012       0.2395  1852.6
44.3000      -1147.5398   -1147.7854       0.2456  1900.4
44.4000      -1147.6072   -1147.8489       0.2417  1869.7
44.5000      -1147.5961   -1147.8539       0.2578  1994.4
44.6000      -1147.5940   -1147.7816       0.1876  1451.7
44.7000      -1147.4807   -1147.7435       0.2628  2033.0
44.8000      -1147.6116   -1147.8214       0.2098  1623.2
44.9000      -1147.5670   -1147.8014       0.2345  1813.9
45.0000      -1147.6047   -1147.8277       0.2230  1725.3
45.1000      -1147.5706   -1147.8045       0.2339  1809.4
45.2000      -1147.5439   -1147.7681       0.2241  1734.1
45.3000      -1147.5763   -1147.7806       0.2043  1580.8
45.4000      -1147.4911   -1147.6980       0.2070  1601.2
45.5000      -1147.5278   -1147.7707       0.2428  1878.5
45.6000      -1147.5476   -1147.7326       0.1850  1431.2
45.7000      -1147.5263   -1147.8183       0.2920  2259.2
45.8000      -1147.5122   -1147.8060       0.2938  2272.9
45.9000      -1147.4847   -1147.8173       0.3326  2573.3
46.0000      -1147.4603   -1147.7281       0.2678  2071.8
46.1000      -1147.5134   -1147.7554       0.2420  1872.1
46.2000      -1147.5719   -1147.8158       0.2439  1887.1
46.3000      -1147.6404   -1147.8544       0.2140  1655.3
46.4000      -1147.6840   -1147.8734       0.1894  1465.2
46.5000      -1147.5920   -1147.7901       0.1981  1532.4
46.6000      -1147.6450   -1147.8507       0.2057  1591.7
46.7000      -1147.5825   -1147.8529       0.2704  2092.1
46.8000      -1147.5636   -1147.8163       0.2527  1955.3
46.9000      -1147.5257   -1147.7646       0.2389  1848.1
47.0000      -1147.4656   -1147.8069       0.3413  2640.4
47.1000      -1147.5865   -1147.8044       0.2180  1686.1
47.2000      -1147.5435   -1147.7587       0.2152  1665.0
47.3000      -1147.5223   -1147.7416       0.2193  1696.7
47.4000      -1147.5617   -1147.7850       0.2232  1727.1
47.5000      -1147.5880   -1147.7853       0.1973  1526.4
47.6000      -1147.5819   -1147.7821       0.2002  1548.6
47.7000      -1147.5991   -1147.8142       0.2151  1663.9
47.8000      -1147.6641   -1147.8525       0.1883  1457.1
