Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
28.7000      -1147.6295   -1147.8489       0.2195  1697.8
28.8000      -1147.6711   -1147.8987       0.2276  1761.1
28.9000      -1147.6133   -1147.8591       0.2458  1901.6
29.0000      -1147.6691   -1147.8727       0.2036  1575.2
29.1000      -1147.6358   -1147.8325       0.1967  1521.9
29.2000      -1147.5898   -1147.8248       0.2350  1818.0
29.3000      -1147.6167   -1147.8316       0.2149  1662.5
29.4000      -1147.5937   -1147.8008       0.2071  1601.9
29.5000      -1147.6087   -1147.8435       0.2349  1816.9
29.6000      -1147.6116   -1147.8069       0.1953  1510.6
29.7000      -1147.6344   -1147.8709       0.2365  1829.4
29.8000      -1147.5979   -1147.8368       0.2389  1848.1
29.9000      -1147.6446   -1147.8589       0.2144  1658.6
30.0000      -1147.6471   -1147.8498       0.2027  1567.9
30.1000      -1147.6528   -1147.8544       0.2015  1559.1
30.2000      -1147.6496   -1147.8531       0.2035  1574.2
30.3000      -1147.5990   -1147.8155       0.2165  1675.0
30.4000      -1147.6040   -1147.8211       0.2171  1679.5
30.5000      -1147.6109   -1147.8243       0.2135  1651.4
30.6000      -1147.6209   -1147.8446       0.2236  1729.9
30.7000      -1147.6327   -1147.8438       0.2111  1633.3
30.8000      -1147.6248   -1147.8417       0.2169  1678.3
30.9000      -1147.6204   -1147.8437       0.2233  1727.2
31.0000      -1147.6377   -1147.8414       0.2037  1575.7
31.1000      -1147.5910   -1147.8299       0.2389  1848.3
31.2000      -1147.5896   -1147.8080       0.2184  1689.3
31.3000      -1147.6201   -1147.8317       0.2116  1637.2
31.4000      -1147.5814   -1147.8248       0.2434  1882.6
31.5000      -1147.5946   -1147.8436       0.2490  1926.1
31.6000      -1147.6374   -1147.8395       0.2021  1563.6
31.7000      -1147.6248   -1147.8242       0.1994  1542.9
31.8000      -1147.6259   -1147.8601       0.2342  1811.6
31.9000      -1147.6140   -1147.8280       0.2140  1655.4
32.0000      -1147.6178   -1147.8201       0.2023  1565.3
32.1000      -1147.6167   -1147.8226       0.2059  1592.8
32.2000      -1147.5664   -1147.8074       0.2409  1864.0
32.3000      -1147.6158   -1147.8203       0.2045  1581.8
32.4000      -1147.6204   -1147.8445       0.2241  1733.4
32.5000      -1147.6586   -1147.8643       0.2056  1590.9
32.6000      -1147.6351   -1147.8482       0.2131  1648.6
32.7000      -1147.6617   -1147.8738       0.2122  1641.3
32.8000      -1147.6181   -1147.8448       0.2267  1753.7
32.9000      -1147.6550   -1147.8394       0.1844  1426.3
33.0000      -1147.6338   -1147.8380       0.2042  1579.5
33.1000      -1147.6001   -1147.8236       0.2235  1729.3
33.2000      -1147.6028   -1147.8153       0.2125  1643.8
33.3000      -1147.6513   -1147.8400       0.1887  1460.0
33.4000      -1147.6909   -1147.9048       0.2139  1654.6
33.5000      -1147.6194   -1147.8307       0.2113  1634.4
33.6000      -1147.5396   -1147.8150       0.2753  2130.0
33.7000      -1147.5568   -1147.7947       0.2379  1840.8
33.8000      -1147.5888   -1147.8326       0.2438  1886.2
33.9000      -1147.6358   -1147.8703       0.2345  1814.3
34.0000      -1147.6189   -1147.8434       0.2245  1736.9
34.1000      -1147.6401   -1147.8464       0.2064  1596.5
34.2000      -1147.6543   -1147.8532       0.1989  1538.9
34.3000      -1147.5938   -1147.8200       0.2262  1749.8
34.4000      -1147.6250   -1147.8238       0.1988  1537.9
34.5000      -1147.6482   -1147.8300       0.1818  1406.4
34.6000      -1147.6382   -1147.8605       0.2223  1720.0
34.7000      -1147.6692   -1147.8262       0.1569  1214.1
34.8000      -1147.6579   -1147.8428       0.1849  1430.7
34.9000      -1147.6902   -1147.8704       0.1802  1393.9
35.0000      -1147.6638   -1147.8735       0.2097  1622.1
35.1000      -1147.6366   -1147.8669       0.2303  1781.7
35.2000      -1147.6467   -1147.8722       0.2255  1744.3
35.3000      -1147.6652   -1147.8497       0.1845  1427.4
35.4000      -1147.6547   -1147.8620       0.2073  1603.4
35.5000      -1147.6178   -1147.8312       0.2134  1650.9
35.6000      -1147.6321   -1147.8429       0.2107  1630.3
35.7000      -1147.6009   -1147.8446       0.2437  1885.4
35.8000      -1147.6366   -1147.8311       0.1945  1504.4
35.9000      -1147.6207   -1147.8692       0.2486  1923.0
36.0000      -1147.6359   -1147.8416       0.2057  1591.0
36.1000      -1147.6314   -1147.8450       0.2136  1652.7
36.2000      -1147.6485   -1147.8645       0.2160  1671.1
36.3000      -1147.6351   -1147.8689       0.2338  1808.6
36.4000      -1147.5651   -1147.8403       0.2752  2128.9
36.5000      -1147.5955   -1147.8309       0.2354  1821.1
36.6000      -1147.6185   -1147.8513       0.2328  1800.8
36.7000      -1147.6299   -1147.8668       0.2369  1832.8
36.8000      -1147.6610   -1147.8794       0.2184  1689.7
36.9000      -1147.6324   -1147.8254       0.1930  1493.0
37.0000      -1147.5743   -1147.8082       0.2340  1810.1
37.1000      -1147.5816   -1147.8443       0.2627  2032.7
37.2000      -1147.6351   -1147.8536       0.2184  1690.0
37.3000      -1147.6089   -1147.8585       0.2495  1930.4
37.4000      -1147.6923   -1147.8777       0.1854  1434.7
37.5000      -1147.6455   -1147.8288       0.1833  1417.9
37.6000      -1147.6355   -1147.8286       0.1931  1494.3
37.7000      -1147.6308   -1147.8436       0.2128  1646.1
37.8000      -1147.5884   -1147.8155       0.2271  1757.0
37.9000      -1147.5647   -1147.8009       0.2362  1827.3
38.0000      -1147.5869   -1147.8099       0.2230  1724.9
38.1000      -1147.5595   -1147.7873       0.2278  1762.1
38.2000      -1147.5756   -1147.8350       0.2594  2007.0
38.3000      -1147.6038   -1147.8196       0.2158  1669.9
38.4000      -1147.5837   -1147.8213       0.2376  1837.9
38.5000      -1147.6803   -1147.8737       0.1934  1496.1
38.6000      -1147.6440   -1147.8255       0.1815  1403.8
38.7000      -1147.6154   -1147.8321       0.2166  1676.0
38.8000      -1147.6739   -1147.8809       0.2069  1600.9
38.9000      -1147.6449   -1147.8522       0.2073  1603.9
39.0000      -1147.6385   -1147.8492       0.2107  1630.2
39.1000      -1147.6754   -1147.8716       0.1962  1518.0
39.2000      -1147.6526   -1147.8750       0.2224  1720.7
39.3000      -1147.6132   -1147.8425       0.2293  1774.3
39.4000      -1147.6270   -1147.8274       0.2004  1550.1
39.5000      -1147.6763   -1147.8563       0.1799  1391.9
39.6000      -1147.6599   -1147.8618       0.2019  1561.9
39.7000      -1147.6384   -1147.8373       0.1989  1538.7
39.8000      -1147.5977   -1147.8303       0.2326  1799.9
39.9000      -1147.5856   -1147.8277       0.2421  1872.7
40.0000      -1147.6423   -1147.8514       0.2091  1617.9
40.1000      -1147.6070   -1147.8327       0.2257  1745.8
40.2000      -1147.5654   -1147.8225       0.2571  1988.9
40.3000      -1147.5061   -1147.7766       0.2705  2092.4
40.4000      -1147.6011   -1147.8345       0.2334  1805.6
40.5000      -1147.6351   -1147.8141       0.1790  1384.8
40.6000      -1147.6242   -1147.8347       0.2104  1628.1
40.7000      -1147.6151   -1147.8126       0.1976  1528.4
40.8000      -1147.6591   -1147.8715       0.2124  1643.1
40.9000      -1147.6053   -1147.8198       0.2145  1659.6
41.0000      -1147.5999   -1147.8185       0.2186  1691.5
41.1000      -1147.6405   -1147.8451       0.2046  1582.8
41.2000      -1147.6494   -1147.8417       0.1923  1488.0
41.3000      -1147.6320   -1147.8381       0.2061  1594.2
41.4000      -1147.6255   -1147.8478       0.2223  1719.5
41.5000      -1147.6312   -1147.8417       0.2105  1628.4
41.6000      -1147.5839   -1147.8290       0.2451  1896.2
41.7000      -1147.6221   -1147.8316       0.2094  1620.0
41.8000      -1147.6483   -1147.8456       0.1973  1526.3
41.9000      -1147.6579   -1147.8550       0.1971  1524.8
42.0000      -1147.6412   -1147.8689       0.2276  1761.0
42.1000      -1147.5833   -1147.8143       0.2309  1786.4
42.2000      -1147.6641   -1147.8560       0.1919  1484.3
42.3000      -1147.6431   -1147.8558       0.2126  1644.9
42.4000      -1147.7160   -1147.8957       0.1797  1390.4
42.5000      -1147.6436   -1147.8420       0.1984  1534.7
42.6000      -1147.6664   -1147.8735       0.2070  1601.6
42.7000      -1147.6331   -1147.8465       0.2134  1651.0
42.8000      -1147.6816   -1147.8901       0.2085  1613.3
42.9000      -1147.6682   -1147.8524       0.1843  1425.6
43.0000      -1147.6547   -1147.8573       0.2026  1567.3
43.1000      -1147.6422   -1147.8552       0.2130  1648.0
43.2000      -1147.6670   -1147.8919       0.2249  1739.5
43.3000      -1147.6115   -1147.8040       0.1925  1489.3
43.4000      -1147.6405   -1147.8395       0.1990  1539.3
43.5000      -1147.6780   -1147.8662       0.1882  1456.0
43.6000      -1147.5836   -1147.8258       0.2423  1874.3
43.7000      -1147.5917   -1147.8201       0.2284  1767.1
43.8000      -1147.6262   -1147.8443       0.2181  1687.0
43.9000      -1147.6608   -1147.8599       0.1991  1540.7
44.0000      -1147.6260   -1147.8341       0.2081  1609.7
44.1000      -1147.6152   -1147.8638       0.2486  1923.3
44.2000      -1147.6250   -1147.8305       0.2055  1590.1
44.3000      -1147.5853   -1147.8246       0.2393  1851.1
44.4000      -1147.6226   -1147.8357       0.2131  1648.6
44.5000      -1147.6152   -1147.8252       0.2101  1625.3
44.6000      -1147.6439   -1147.8196       0.1757  1359.6
44.7000      -1147.6278   -1147.8546       0.2268  1754.8
44.8000      -1147.5798   -1147.8163       0.2366  1830.2
44.9000      -1147.6150   -1147.8199       0.2049  1585.4
45.0000      -1147.6143   -1147.8273       0.2130  1647.6
45.1000      -1147.6675   -1147.8568       0.1893  1464.5
45.2000      -1147.6452   -1147.8552       0.2100  1624.8
45.3000      -1147.6490   -1147.8639       0.2149  1662.8
45.4000      -1147.6327   -1147.8314       0.1987  1537.2
45.5000      -1147.5925   -1147.8150       0.2225  1721.1
45.6000      -1147.5989   -1147.8189       0.2200  1701.6
45.7000      -1147.6370   -1147.8579       0.2209  1709.0
45.8000      -1147.5929   -1147.8528       0.2599  2011.0
45.9000      -1147.5915   -1147.8029       0.2114  1635.4
46.0000      -1147.6383   -1147.8412       0.2029  1569.7
46.1000      -1147.6316   -1147.8332       0.2016  1559.8
46.2000      -1147.6171   -1147.8344       0.2173  1680.8
46.3000      -1147.6237   -1147.8447       0.2210  1710.1
46.4000      -1147.5986   -1147.8465       0.2479  1917.6
46.5000      -1147.6518   -1147.8509       0.1991  1540.0
46.6000      -1147.6114   -1147.8154       0.2040  1578.3
46.7000      -1147.6435   -1147.8163       0.1728  1336.5
46.8000      -1147.5936   -1147.8236       0.2300  1779.6
46.9000      -1147.6452   -1147.8295       0.1843  1425.5
47.0000      -1147.6533   -1147.8275       0.1741  1347.1
47.1000      -1147.6388   -1147.8560       0.2172  1680.0
47.2000      -1147.6003   -1147.8302       0.2299  1778.8
47.3000      -1147.5749   -1147.7880       0.2131  1648.6
47.4000      -1147.6473   -1147.8507       0.2034  1573.7
47.5000      -1147.6004   -1147.8230       0.2226  1722.2
47.6000      -1147.6398   -1147.8400       0.2002  1548.8
47.7000      -1147.6629   -1147.8727       0.2098  1623.3
47.8000      -1147.6674   -1147.8427       0.1753  1356.4
