Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
8.2000       -1147.6804   -1147.8622       0.1818  1406.5
8.3000       -1147.7250   -1147.8934       0.1684  1302.5
8.4000       -1147.7247   -1147.9055       0.1808  1398.6
8.5000       -1147.6536   -1147.8318       0.1782  1378.6
8.6000       -1147.6988   -1147.8639       0.1651  1277.3
8.7000       -1147.6190   -1147.8331       0.2141  1656.3
8.8000       -1147.7645   -1147.9074       0.1430  1105.9
8.9000       -1147.7237   -1147.8909       0.1672  1293.7
9.0000       -1147.7049   -1147.8845       0.1796  1389.3
9.1000       -1147.7203   -1147.8534       0.1332  1030.3
9.2000       -1147.6709   -1147.8831       0.2123  1642.1
9.3000       -1147.6691   -1147.8400       0.1709  1322.1
9.4000       -1147.7350   -1147.8984       0.1634  1263.8
9.5000       -1147.7424   -1147.8750       0.1327  1026.3
9.6000       -1147.7555   -1147.9002       0.1448  1119.9
9.7000       -1147.7704   -1147.9017       0.1312  1015.4
9.8000       -1147.7601   -1147.8651       0.1050   812.3
9.9000       -1147.6848   -1147.8481       0.1633  1263.4
10.0000      -1147.7196   -1147.8534       0.1338  1035.1
10.1000      -1147.7758   -1147.8951       0.1193   922.6
10.2000      -1147.7642   -1147.8944       0.1302  1007.4
10.3000      -1147.6953   -1147.8692       0.1739  1345.5
10.4000      -1147.7404   -1147.8701       0.1297  1003.7
10.5000      -1147.7109   -1147.8933       0.1824  1410.8
10.6000      -1147.7256   -1147.8408       0.1152   891.5
10.7000      -1147.7040   -1147.8780       0.1740  1346.1
10.8000      -1147.6729   -1147.8445       0.1716  1327.4
10.9000      -1147.7087   -1147.8724       0.1637  1266.7
11.0000      -1147.7224   -1147.8800       0.1575  1218.7
11.1000      -1147.6913   -1147.8660       0.1747  1351.9
11.2000      -1147.7677   -1147.9127       0.1450  1121.8
11.3000      -1147.7130   -1147.8404       0.1273   985.2
11.4000      -1147.7070   -1147.8250       0.1180   913.0
11.5000      -1147.7178   -1147.8292       0.1114   862.1
11.6000      -1147.7679   -1147.8777       0.1098   849.8
11.7000      -1147.6966   -1147.8742       0.1776  1374.4
11.8000      -1147.6964   -1147.8618       0.1654  1279.5
11.9000      -1147.7447   -1147.9106       0.1659  1283.2
12.0000      -1147.7170   -1147.8885       0.1716  1327.4
12.1000      -1147.7081   -1147.8397       0.1316  1018.4
12.2000      -1147.6923   -1147.8771       0.1848  1429.8
12.3000      -1147.7423   -1147.9002       0.1579  1221.6
12.4000      -1147.6900   -1147.9067       0.2167  1676.4
12.5000      -1147.7116   -1147.8811       0.1695  1311.2
12.6000      -1147.7577   -1147.8960       0.1384  1070.3
12.7000      -1147.6942   -1147.9009       0.2067  1599.1
12.8000      -1147.7297   -1147.8935       0.1638  1267.3
12.9000      -1147.7369   -1147.8895       0.1526  1180.6
13.0000      -1147.6999   -1147.8776       0.1777  1374.7
13.1000      -1147.7518   -1147.8594       0.1076   832.4
13.2000      -1147.6881   -1147.8339       0.1458  1128.0
13.3000      -1147.7338   -1147.8889       0.1550  1199.2
13.4000      -1147.7282   -1147.8675       0.1392  1077.1
13.5000      -1147.6684   -1147.8550       0.1866  1443.6
13.6000      -1147.6658   -1147.8349       0.1691  1308.2
13.7000      -1147.6663   -1147.8483       0.1820  1407.9
13.8000      -1147.6727   -1147.8794       0.2066  1598.7
13.9000      -1147.7395   -1147.8977       0.1581  1223.3
14.0000      -1147.6801   -1147.8391       0.1590  1229.9
14.1000      -1147.7329   -1147.8911       0.1582  1223.9
14.2000      -1147.7109   -1147.8662       0.1553  1201.7
14.3000      -1147.7594   -1147.8882       0.1288   996.4
14.4000      -1147.6913   -1147.8845       0.1932  1494.6
14.5000      -1147.6929   -1147.8682       0.1752  1355.5
14.6000      -1147.6393   -1147.8626       0.2233  1727.4
14.7000      -1147.6869   -1147.8321       0.1452  1123.5
14.8000      -1147.7080   -1147.8991       0.1912  1478.9
14.9000      -1147.7089   -1147.8794       0.1706  1319.5
15.0000      -1147.7076   -1147.8818       0.1742  1347.3
15.1000      -1147.6558   -1147.8919       0.2361  1826.4
15.2000      -1147.6457   -1147.8268       0.1811  1400.9
15.3000      -1147.5825   -1147.7972       0.2147  1661.0
15.4000      -1147.6587   -1147.8497       0.1910  1477.4
15.5000      -1147.6869   -1147.8635       0.1766  1365.9
15.6000      -1147.7023   -1147.8771       0.1748  1352.6
15.7000      -1147.7020   -1147.8527       0.1507  1166.2
15.8000      -1147.7051   -1147.8433       0.1382  1068.8
15.9000      -1147.7180   -1147.8935       0.1755  1357.5
16.0000      -1147.7694   -1147.9182       0.1488  1151.1
16.1000      -1147.7525   -1147.8660       0.1134   877.6
16.2000      -1147.7205   -1147.8487       0.1282   991.7
16.3000      -1147.6674   -1147.8445       0.1771  1370.4
16.4000      -1147.7570   -1147.8762       0.1192   922.2
16.5000      -1147.7330   -1147.8792       0.1463  1131.5
16.6000      -1147.6783   -1147.8883       0.2100  1624.3
16.7000      -1147.6701   -1147.8320       0.1618  1252.1
16.8000      -1147.6477   -1147.8230       0.1753  1356.0
16.9000      -1147.6781   -1147.8571       0.1790  1384.5
17.0000      -1147.7589   -1147.9240       0.1651  1277.2
17.1000      -1147.7459   -1147.9191       0.1732  1339.8
17.2000      -1147.7504   -1147.9099       0.1595  1233.7
17.3000      -1147.7808   -1147.9315       0.1507  1166.1
17.4000      -1147.7063   -1147.8627       0.1564  1210.0
17.5000      -1147.7334   -1147.8978       0.1645  1272.5
17.6000      -1147.6941   -1147.8412       0.1471  1137.8
17.7000      -1147.6717   -1147.8201       0.1484  1148.0
17.8000      -1147.6456   -1147.8030       0.1575  1218.3
17.9000      -1147.6776   -1147.8926       0.2150  1663.7
18.0000      -1147.7138   -1147.8575       0.1437  1111.7
18.1000      -1147.7735   -1147.9325       0.1589  1229.6
18.2000      -1147.7963   -1147.9377       0.1414  1094.3
18.3000      -1147.7165   -1147.8660       0.1494  1156.0
18.4000      -1147.7416   -1147.8457       0.1041   805.5
18.5000      -1147.7659   -1147.8961       0.1302  1007.3
18.6000      -1147.7701   -1147.9144       0.1443  1116.4
18.7000      -1147.7281   -1147.8807       0.1525  1180.1
18.8000      -1147.7040   -1147.8656       0.1616  1249.9
18.9000      -1147.6463   -1147.8368       0.1905  1473.7
19.0000      -1147.6711   -1147.8196       0.1485  1148.8
19.1000      -1147.7270   -1147.8668       0.1398  1081.5
19.2000      -1147.7233   -1147.8629       0.1396  1079.9
19.3000      -1147.6165   -1147.8234       0.2069  1600.4
19.4000      -1147.6651   -1147.8818       0.2167  1676.7
19.5000      -1147.6824   -1147.8557       0.1733  1341.0
19.6000      -1147.6914   -1147.8649       0.1735  1342.0
19.7000      -1147.6773   -1147.8374       0.1601  1238.8
19.8000      -1147.7125   -1147.8881       0.1756  1358.6
19.9000      -1147.7213   -1147.8937       0.1724  1334.0
20.0000      -1147.7660   -1147.8923       0.1262   976.6
20.1000      -1147.6928   -1147.8396       0.1467  1135.1
20.2000      -1147.7087   -1147.8585       0.1499  1159.5
20.3000      -1147.6779   -1147.8701       0.1922  1486.9
20.4000      -1147.7106   -1147.8644       0.1538  1189.7
20.5000      -1147.7045   -1147.8471       0.1426  1103.0
20.6000      -1147.7423   -1147.8698       0.1275   986.4
20.7000      -1147.7610   -1147.9195       0.1585  1225.9
20.8000      -1147.7623   -1147.8913       0.1290   997.7
20.9000      -1147.7506   -1147.9032       0.1525  1180.1
21.0000      -1147.6531   -1147.8129       0.1598  1236.4
21.1000      -1147.7295   -1147.9281       0.1986  1536.6
21.2000      -1147.7714   -1147.8802       0.1087   841.1
21.3000      -1147.6744   -1147.8456       0.1712  1324.2
21.4000      -1147.7212   -1147.8590       0.1378  1065.9
21.5000      -1147.7543   -1147.8859       0.1316  1018.1
21.6000      -1147.7557   -1147.9107       0.1550  1199.2
21.7000      -1147.7899   -1147.9085       0.1186   917.3
21.8000      -1147.7399   -1147.8927       0.1528  1181.7
21.9000      -1147.7449   -1147.8881       0.1432  1107.7
22.0000      -1147.6554   -1147.8223       0.1670  1291.6
22.1000      -1147.7304   -1147.8781       0.1477  1142.9
22.2000      -1147.7051   -1147.8573       0.1522  1177.7
22.3000      -1147.7208   -1147.8918       0.1710  1322.9
22.4000      -1147.7111   -1147.8977       0.1866  1443.6
22.5000      -1147.7292   -1147.9002       0.1710  1322.9
22.6000      -1147.6668   -1147.8463       0.1795  1388.7
22.7000      -1147.6529   -1147.8166       0.1637  1266.6
22.8000      -1147.6519   -1147.8131       0.1611  1246.7
22.9000      -1147.7566   -1147.8850       0.1285   993.9
23.0000      -1147.6990   -1147.9025       0.2035  1574.3
23.1000      -1147.6453   -1147.8182       0.1729  1337.7
23.2000      -1147.6991   -1147.8484       0.1493  1154.9
23.3000      -1147.6839   -1147.8297       0.1458  1128.0
23.4000      -1147.6847   -1147.8569       0.1722  1332.0
23.5000      -1147.7052   -1147.8507       0.1455  1125.7
23.6000      -1147.6573   -1147.8217       0.1644  1272.1
23.7000      -1147.6808   -1147.8109       0.1301  1006.5
23.8000      -1147.7422   -1147.8697       0.1275   986.5
23.9000      -1147.7516   -1147.8940       0.1424  1101.4
24.0000      -1147.7037   -1147.8672       0.1636  1265.6
24.1000      -1147.7318   -1147.9002       0.1685  1303.2
24.2000      -1147.7297   -1147.8977       0.1680  1299.7
24.3000      -1147.7219   -1147.8758       0.1540  1191.0
24.4000      -1147.7406   -1147.8788       0.1382  1069.1
24.5000      -1147.6949   -1147.8475       0.1526  1180.9
24.6000      -1147.6675   -1147.8709       0.2033  1573.1
24.7000      -1147.6920   -1147.8601       0.1681  1300.3
24.8000      -1147.6224   -1147.7994       0.1770  1369.1
24.9000      -1147.7119   -1147.8402       0.1283   992.6
25.0000      -1147.7146   -1147.8863       0.1718  1328.8
25.1000      -1147.7283   -1147.8617       0.1334  1032.1
25.2000      -1147.6768   -1147.8399       0.1631  1262.1
25.3000      -1147.6681   -1147.8381       0.1700  1315.2
25.4000      -1147.7036   -1147.8628       0.1592  1231.5
25.5000      -1147.6741   -1147.8532       0.1791  1385.3
25.6000      -1147.7256   -1147.8662       0.1407  1088.2
25.7000      -1147.7714   -1147.9002       0.1288   996.3
25.8000      -1147.7279   -1147.9008       0.1729  1337.7
25.9000      -1147.6383   -1147.8467       0.2084  1612.2
26.0000      -1147.6374   -1147.8768       0.2394  1852.4
26.1000      -1147.7193   -1147.8729       0.1536  1188.2
26.2000      -1147.7609   -1147.9020       0.1412  1092.1
26.3000      -1147.7115   -1147.8749       0.1634  1264.5
26.4000      -1147.7471   -1147.8778       0.1306  1010.6
26.5000      -1147.6686   -1147.8186       0.1501  1161.2
26.6000      -1147.6853   -1147.8768       0.1915  1481.4
26.7000      -1147.7354   -1147.8941       0.1587  1227.9
26.8000      -1147.7560   -1147.9089       0.1529  1182.8
26.9000      -1147.7363   -1147.8900       0.1538  1189.8
27.0000      -1147.7534   -1147.8980       0.1446  1119.0
27.1000      -1147.6738   -1147.8312       0.1575  1218.2
27.2000      -1147.7145   -1147.8557       0.1412  1092.7
27.3000      -1147.7063   -1147.8634       0.1571  1215.7
27.4000      -1147.7021   -1147.8848       0.1828  1413.8
27.5000      -1147.7064   -1147.8892       0.1828  1414.0
27.6000      -1147.6419   -1147.8583       0.2164  1674.3
27.7000      -1147.6971   -1147.8583       0.1611  1246.6
27.8000      -1147.7199   -1147.8794       0.1595  1233.8
27.9000      -1147.6937   -1147.8432       0.1495  1156.6
28.0000      -1147.7280   -1147.8645       0.1366  1056.4
28.1000      -1147.7356   -1147.9125       0.1768  1368.1
28.2000      -1147.7939   -1147.8963       0.1024   792.3
28.3000      -1147.7241   -1147.9125       0.1884  1457.2
28.4000      -1147.7333   -1147.9189       0.1857  1436.4
28.5000      -1147.7459   -1147.9074       0.1615  1249.3
28.6000      -1147.7356   -1147.8985       0.1629  1260.5
28.7000      -1147.6584   -1147.8674       0.2091  1617.3
28.8000      -1147.7154   -1147.8672       0.1518  1174.7
28.9000      -1147.7510   -1147.9003       0.1493  1155.4
29.0000      -1147.7536   -1147.9038       0.1503  1162.7
29.1000      -1147.7502   -1147.8715       0.1213   938.2
29.2000      -1147.7275   -1147.8969       0.1694  1310.5
29.3000      -1147.7522   -1147.8960       0.1438  1112.3
29.4000      -1147.6915   -1147.8565       0.1650  1276.1
29.5000      -1147.7231   -1147.8375       0.1145   885.5
29.6000      -1147.7340   -1147.8797       0.1456  1126.8
29.7000      -1147.7218   -1147.8668       0.1450  1121.9
29.8000      -1147.7614   -1147.9079       0.1465  1133.5
29.9000      -1147.7844   -1147.8939       0.1095   847.1
30.0000      -1147.7399   -1147.8890       0.1491  1153.5
30.1000      -1147.7267   -1147.8913       0.1646  1273.5
30.2000      -1147.7161   -1147.8643       0.1483  1147.0
30.3000      -1147.7289   -1147.8923       0.1634  1264.0
30.4000      -1147.6821   -1147.8897       0.2076  1605.7
30.5000      -1147.6826   -1147.8568       0.1742  1347.7
30.6000      -1147.6673   -1147.8538       0.1866  1443.4
30.7000      -1147.6813   -1147.8710       0.1897  1467.8
30.8000      -1147.6883   -1147.8865       0.1982  1533.0
30.9000      -1147.7413   -1147.8721       0.1308  1012.3
31.0000      -1147.6392   -1147.8497       0.2105  1628.6
31.1000      -1147.6942   -1147.8523       0.1581  1223.0
31.2000      -1147.6490   -1147.8391       0.1900  1470.3
31.3000      -1147.6785   -1147.8301       0.1517  1173.5
31.4000      -1147.7133   -1147.9126       0.1994  1542.3
31.5000      -1147.7647   -1147.8770       0.1123   868.8
31.6000      -1147.7468   -1147.9025       0.1558  1204.9
31.7000      -1147.6889   -1147.8430       0.1541  1192.3
31.8000      -1147.7518   -1147.8947       0.1429  1105.8
31.9000      -1147.7582   -1147.9032       0.1450  1121.7
32.0000      -1147.6880   -1147.8621       0.1741  1347.0
32.1000      -1147.6735   -1147.7959       0.1225   947.4
32.2000      -1147.6437   -1147.8564       0.2127  1645.6
32.3000      -1147.6384   -1147.8364       0.1980  1531.8
32.4000      -1147.7022   -1147.8634       0.1612  1247.4
32.5000      -1147.7364   -1147.8575       0.1211   936.8
32.6000      -1147.7035   -1147.8521       0.1486  1149.8
32.7000      -1147.7451   -1147.8646       0.1195   924.9
32.8000      -1147.7015   -1147.8544       0.1529  1182.9
32.9000      -1147.6692   -1147.8250       0.1558  1205.3
33.0000      -1147.7155   -1147.8618       0.1463  1131.8
33.1000      -1147.7150   -1147.8834       0.1684  1303.0
33.2000      -1147.7400   -1147.8987       0.1588  1228.2
33.3000      -1147.7526   -1147.8951       0.1425  1102.2
33.4000      -1147.7385   -1147.8905       0.1521  1176.4
33.5000      -1147.6768   -1147.8761       0.1993  1541.9
33.6000      -1147.6948   -1147.8620       0.1672  1293.7
33.7000      -1147.7104   -1147.8736       0.1632  1262.9
33.8000      -1147.7405   -1147.8831       0.1426  1102.9
33.9000      -1147.6922   -1147.8331       0.1409  1090.2
34.0000      -1147.6653   -1147.8383       0.1730  1338.2
34.1000      -1147.6987   -1147.8455       0.1468  1136.0
34.2000      -1147.7124   -1147.8801       0.1677  1297.2
34.3000      -1147.7732   -1147.9120       0.1388  1073.7
34.4000      -1147.7050   -1147.8493       0.1442  1115.7
34.5000      -1147.6735   -1147.8445       0.1710  1323.2
34.6000      -1147.7526   -1147.8819       0.1293  1000.1
34.7000      -1147.7659   -1147.9115       0.1456  1126.4
34.8000      -1147.6771   -1147.8777       0.2006  1551.8
34.9000      -1147.7122   -1147.8703       0.1581  1223.1
35.0000      -1147.7128   -1147.8590       0.1462  1130.9
35.1000      -1147.7057   -1147.8577       0.1520  1175.6
35.2000      -1147.6627   -1147.8348       0.1720  1330.9
35.3000      -1147.6318   -1147.8300       0.1982  1533.6
35.4000      -1147.6641   -1147.8264       0.1623  1255.8
35.5000      -1147.6728   -1147.8790       0.2062  1595.4
35.6000      -1147.6819   -1147.8618       0.1799  1391.7
35.7000      -1147.6806   -1147.8657       0.1851  1432.2
35.8000      -1147.7462   -1147.8999       0.1537  1189.1
35.9000      -1147.7214   -1147.8690       0.1477  1142.3
36.0000      -1147.7369   -1147.8920       0.1551  1199.6
36.1000      -1147.6727   -1147.8354       0.1627  1258.6
36.2000      -1147.6802   -1147.8744       0.1942  1502.1
36.3000      -1147.6838   -1147.9022       0.2184  1689.9
36.4000      -1147.7416   -1147.9039       0.1623  1255.9
36.5000      -1147.7237   -1147.8901       0.1664  1287.4
36.6000      -1147.7344   -1147.8507       0.1163   900.0
36.7000      -1147.7017   -1147.8896       0.1879  1454.0
36.8000      -1147.6785   -1147.8367       0.1582  1224.1
36.9000      -1147.6933   -1147.8327       0.1394  1078.1
37.0000      -1147.7052   -1147.8461       0.1408  1089.7
37.1000      -1147.6920   -1147.8540       0.1620  1253.5
37.2000      -1147.6952   -1147.8537       0.1585  1226.2
37.3000      -1147.7133   -1147.8639       0.1505  1164.5
37.4000      -1147.6957   -1147.8669       0.1712  1324.2
37.5000      -1147.7324   -1147.8641       0.1317  1019.2
37.6000      -1147.7184   -1147.8728       0.1544  1194.8
37.7000      -1147.6848   -1147.8915       0.2067  1599.2
37.8000      -1147.7125   -1147.8601       0.1477  1142.4
37.9000      -1147.6620   -1147.8398       0.1779  1376.0
38.0000      -1147.6348   -1147.8421       0.2073  1603.4
38.1000      -1147.6609   -1147.8590       0.1981  1532.8
38.2000      -1147.7684   -1147.9071       0.1387  1073.2
38.3000      -1147.7296   -1147.8716       0.1419  1098.0
38.4000      -1147.7303   -1147.9233       0.1931  1493.7
38.5000      -1147.7300   -1147.8787       0.1487  1150.5
38.6000      -1147.7385   -1147.8798       0.1414  1093.9
38.7000      -1147.6775   -1147.8240       0.1464  1132.9
38.8000      -1147.6254   -1147.8288       0.2034  1573.3
38.9000      -1147.6897   -1147.8638       0.1741  1347.3
39.0000      -1147.6989   -1147.8973       0.1984  1535.0
39.1000      -1147.7335   -1147.8558       0.1223   946.0
39.2000      -1147.7085   -1147.8558       0.1473  1139.3
39.3000      -1147.7377   -1147.8923       0.1547  1196.5
39.4000      -1147.6717   -1147.8476       0.1759  1360.5
39.5000      -1147.6487   -1147.8772       0.2284  1767.4
39.6000      -1147.7481   -1147.9069       0.1588  1228.7
39.7000      -1147.6445   -1147.8250       0.1805  1396.2
39.8000      -1147.6943   -1147.8695       0.1753  1356.0
39.9000      -1147.6826   -1147.8336       0.1511  1168.7
40.0000      -1147.7350   -1147.8732       0.1382  1068.8
40.1000      -1147.7246   -1147.8482       0.1236   956.2
40.2000      -1147.7471   -1147.8976       0.1505  1164.5
40.3000      -1147.6927   -1147.9155       0.2228  1723.5
40.4000      -1147.6765   -1147.8721       0.1956  1513.5
40.5000      -1147.6866   -1147.8322       0.1457  1127.0
40.6000      -1147.6282   -1147.8384       0.2102  1626.2
40.7000      -1147.6682   -1147.8422       0.1740  1346.2
40.8000      -1147.6903   -1147.8855       0.1952  1509.9
40.9000      -1147.7367   -1147.8756       0.1388  1073.9
41.0000      -1147.7034   -1147.8364       0.1330  1028.9
41.1000      -1147.7096   -1147.8697       0.1601  1238.3
41.2000      -1147.7036   -1147.8834       0.1797  1390.4
41.3000      -1147.7025   -1147.8880       0.1855  1435.1
41.4000      -1147.7091   -1147.8891       0.1800  1392.4
41.5000      -1147.7794   -1147.8951       0.1157   895.0
41.6000      -1147.7218   -1147.8999       0.1781  1377.9
41.7000      -1147.7856   -1147.9028       0.1172   906.8
41.8000      -1147.7291   -1147.8637       0.1346  1041.2
41.9000      -1147.7230   -1147.9130       0.1901  1470.4
42.0000      -1147.7230   -1147.8837       0.1607  1243.3
42.1000      -1147.6923   -1147.8975       0.2052  1587.7
42.2000      -1147.7370   -1147.8939       0.1568  1213.3
42.3000      -1147.6258   -1147.8708       0.2450  1895.5
42.4000      -1147.7141   -1147.8991       0.1850  1431.5
42.5000      -1147.7204   -1147.8963       0.1759  1361.2
42.6000      -1147.7034   -1147.8507       0.1473  1139.8
42.7000      -1147.7234   -1147.8907       0.1673  1294.7
42.8000      -1147.7406   -1147.8776       0.1370  1059.6
42.9000      -1147.7089   -1147.8283       0.1193   923.3
43.0000      -1147.6934   -1147.8375       0.1441  1115.1
43.1000      -1147.7265   -1147.8896       0.1631  1261.9
43.2000      -1147.7222   -1147.8962       0.1740  1346.2
43.3000      -1147.6695   -1147.8156       0.1461  1130.3
43.4000      -1147.6924   -1147.8522       0.1598  1236.6
43.5000      -1147.7153   -1147.8464       0.1311  1014.4
43.6000      -1147.7152   -1147.8496       0.1343  1039.0
43.7000      -1147.7146   -1147.8897       0.1751  1354.3
43.8000      -1147.7343   -1147.8958       0.1615  1249.4
43.9000      -1147.7086   -1147.8496       0.1410  1090.6
44.0000      -1147.6963   -1147.8501       0.1538  1189.5
44.1000      -1147.7259   -1147.8895       0.1637  1266.2
44.2000      -1147.6665   -1147.8109       0.1444  1117.1
44.3000      -1147.6912   -1147.8362       0.1450  1121.9
44.4000      -1147.7452   -1147.8982       0.1530  1183.6
44.5000      -1147.7594   -1147.9191       0.1597  1235.2
44.6000      -1147.7198   -1147.8787       0.1589  1229.2
44.7000      -1147.6775   -1147.8348       0.1574  1217.5
44.8000      -1147.6872   -1147.8394       0.1522  1177.5
44.9000      -1147.7025   -1147.8324       0.1298  1004.6
45.0000      -1147.7354   -1147.8517       0.1163   899.7
45.1000      -1147.7154   -1147.8561       0.1407  1088.7
45.2000      -1147.7600   -1147.8778       0.1178   911.7
45.3000      -1147.7182   -1147.8704       0.1522  1177.3
45.4000      -1147.6250   -1147.8212       0.1962  1517.6
45.5000      -1147.7249   -1147.8467       0.1218   942.5
45.6000      -1147.6987   -1147.8709       0.1721  1331.7
45.7000      -1147.7253   -1147.8600       0.1347  1042.2
45.8000      -1147.7710   -1147.9123       0.1413  1093.2
45.9000      -1147.7345   -1147.8965       0.1620  1253.1
46.0000      -1147.7592   -1147.8839       0.1247   964.5
46.1000      -1147.6945   -1147.8588       0.1642  1270.6
46.2000      -1147.7620   -1147.9103       0.1483  1147.2
46.3000      -1147.7645   -1147.8967       0.1323  1023.2
46.4000      -1147.7781   -1147.9296       0.1515  1171.9
46.5000      -1147.7417   -1147.9045       0.1627  1259.1
46.6000      -1147.7202   -1147.8885       0.1683  1302.3
46.7000      -1147.6805   -1147.8489       0.1685  1303.3
46.8000      -1147.6741   -1147.8667       0.1926  1490.2
46.9000      -1147.7649   -1147.8688       0.1038   803.2
47.0000      -1147.6663   -1147.8227       0.1565  1210.5
47.1000      -1147.6192   -1147.8427       0.2235  1729.0
47.2000      -1147.6600   -1147.8406       0.1806  1397.5
47.3000      -1147.7442   -1147.8778       0.1335  1033.2
47.4000      -1147.7160   -1147.8535       0.1375  1063.4
47.5000      -1147.7634   -1147.9185       0.1551  1199.7
47.6000      -1147.7266   -1147.8895       0.1629  1260.3
47.7000      -1147.7174   -1147.8808       0.1634  1264.3
47.8000      -1147.7303   -1147.9032       0.1729  1337.7
47.9000      -1147.7534   -1147.8685       0.1151   890.3
48.0000      -1147.7105   -1147.8704       0.1599  1236.7
